judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
Dijual Rumah Cocok untuk Usaha Jalan Raya Tengah Kota Surabaya Rev.a1132,12000000000,437.0,339.0,8.0,4.0,1,,Unfurnished,0,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-cocok-untuk-usaha-jalan-raya-tengah-kota-surabaya-reva1132-hos42399868/,rumah123,Surabaya Selatan
Dijual Rumah Mewah di Jalan Prapanca Surabaya Pusat,20000000000,708.0,500.0,20.0,1.0,3,,Unfurnished,0,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-mewah-di-jalan-prapanca-surabaya-pusat-hos42357611/,rumah123,Surabaya Selatan
Dijual Rumah Purimas,1100000000,81.0,60.0,2.0,2.0,1,,Unfurnished,0,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-purimas-hos42354628/,rumah123,Surabaya Selatan
"Rumah Lama Strategis di Jalan Bengawan, Butuh Renov, Strategis Dekat Perkantoran",9250000000,306.0,150.0,3.0,4.0,1,,Unfurnished,0,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/rumah-lama-strategis-di-jalan-bengawan-butuh-renov-strategis-dekat-perkantoran-hos42353608/,rumah123,Surabaya Selatan
Dijual Rumah Murah di Pusat Kota Jl Ogan (N N),4000000000,253.0,260.0,6.0,1.0,1,1.0,Unfurnished,1,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-murah-di-pusat-kota-jl-ogan-n-n-hos42352334/,rumah123,Surabaya Selatan
"For Sale! Rumah Jl Ciliwung, Surabaya Pusat - Bangunan 1 Lantai",20000000000,626.0,300.0,5.0,2.0,1,2.0,Unfurnished,0,1,"Wonokromo, Surabaya",-7.304,112.7316,https://www.rumah123.com/properti/surabaya-wonokromo/for-sale-rumah-jl-ciliwung-surabaya-pusat-bangunan-1-lantai-hos42271084/,rumah123,Surabaya Selatan
"Dijual atau Disewakan Rumah Komersial Daerah Premium Jln Wr Supratman, Surabaya Pusat",69000000000,1401.0,331.0,5.0,5,2,2.0,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-atau-disewakan-rumah-komersial-daerah-premium-jln-wr-supratman-surabaya-pusat-hos41861019/,rumah123,Surabaya Pusat
Dijual Rumah Pusat Kota Surabaya Daerah Wr Supratman,12000000000,486.0,165.0,3.0,2,2,1.0,Semi Furnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-pusat-kota-surabaya-daerah-wr-supratman-hos41858822/,rumah123,Surabaya Pusat
Dijual Rumah 2 Lantai Daerah Pusat Kota Surabaya Daerah Kedungsari,7000000000,399.0,500.0,6.0,3,2,2.0,Unfurnished,1,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-2-lantai-daerah-pusat-kota-surabaya-daerah-kedungsari-hos41948299/,rumah123,Surabaya Pusat
Dijual Rumah Pusat Kota Surabaya,22000000000,619.0,302.0,8.0,4,1,4.0,Unfurnished,1,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-pusat-kota-surabaya-hos42372172/,rumah123,Surabaya Pusat
Dijual Rumah 1 Lantai Pusat Kota Surabaya Area Komersial,20000000000,670.0,535.0,2.0,2,1,2.0,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-1-lantai-pusat-kota-surabaya-area-komersial-hos42365048/,rumah123,Surabaya Pusat
"Rumah Sam Ratulangi Surabaya Kota, SHM, Cocok untuk Gudang Tempat Tinggal Cafe Kantor",11000000000,556.0,480.0,4.0,2,1,4.0,Unfurnished,1,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-sam-ratulangi-pusat-kota-surabaya-hadp-timur-strategis-hos42019850/,rumah123,Surabaya Pusat
"Rumah Jl. Dinoyo 633.m2- Super Strategis Surabaya Pusat. Hitung Tanah. Lt 633 M² ± 15 X 40 | Lb ± 600 M² ( 1.5 Lantai ) | Shm | Hdp Timur. Sederet Suzana Bakery. Univ Widya Mandala. Rumah Rumah di Jl. Dinoyo, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur",16000000000,633.0,500.0,7.0,6,2,1.0,Semi Furnished,0,1,"Tegalsari, Surabaya",-7.27355,112.73746,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-jl-dinoyo-633m2-super-strategis-surabaya-pusat-hitung-tanah-lt-633-m-15-x-40-lb-600-m-15-lantai-shm-hdp-hos19195100/,rumah123,Surabaya Pusat
Rumah Dr Sutomo Surabaya Pusat 1.511 M2 Ex Konjen Amerika Rumah SHM,90660000000,1511.0,670.0,,3,1,,Semi Furnished,1,1,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-dr-sutomo-surabaya-pusat-1511-m2-ex-konjen-amerika-rumah-shm-hos40648594/,rumah123,Surabaya Pusat
"Paling Murah Rumah Hitung Tanah Jalan Raya Kartini, Surabaya",17000000000,660.0,400.0,4.0,3,1,2.0,Unfurnished,1,1,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/termurah-rumah-hitung-tanah-di-jalan-raya-kartini-surabaya-pusat-hos42223890/,rumah123,Surabaya Pusat
Jual Rumah Mewah Cokroaminoto Surabaya Bangunan Baru,17000000000,580.0,750.0,9.0,9,2,2.0,Furnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/jual-rumah-mewah-cokroaminoto-surabaya-bangunan-baru-hos40097706/,rumah123,Surabaya Pusat
"Rumah Murah Hitung Tanah & Strategis di Tegalsari, Surabaya",27000000000,799.0,573.0,3.0,1,1,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-murah-hitung-tanah-strategis-di-tegalsari-surabaya-hos40969729/,rumah123,Surabaya Pusat
Cempaka Pusat Kota Surabaya,30000000000,1080.0,1200.0,6.0,5,2,2.0,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/cempaka-pusat-kota-surabaya-hos41590354/,rumah123,Surabaya Pusat
Raya Pandegiling Pusat Kota Surabaya,8600000000,745.0,300.0,2.0,2,1,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/raya-pandegiling-nol-jalan-raya-cck-untuk-usaha-hos39631780/,rumah123,Surabaya Pusat
Rumah Di Raya Darmo,16500000000,580.0,750.0,8.0,8,2,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.73746,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-di-raya-darmo-hos13318082/,rumah123,Surabaya Pusat
Edisi Rumah Pusat Kota Cocok Buat Kost² An,13000000000,434.0,524.0,14.0,6,3,1.0,Unfurnished,0,0,"Tegalsari, Surabaya",-7.267185814193013,112.7355234665797,https://www.rumah123.com/properti/surabaya-tegalsari/edisi-rumah-pusat-kota-cocok-buat-kost-an-hos41326119/,rumah123,Surabaya Pusat
JUAL/SEWA RUMAH RAYA DARMO,52000000000,832.0,260.0,4.0,2,2,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,-7.27355,https://www.rumah123.com/properti/surabaya-tegalsari/jualsewa-rumah-raya-darmo-hos19381211/,rumah123,Surabaya Pusat
Dijual Rumah Dijalan Kedungsari Surabaya,7500000000,396.0,500.0,6.0,2,1,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.73746,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-dijalan-kedungsari-surabaya-hos19045160/,rumah123,Surabaya Pusat
Dijual Rumah Dijalan Imam Bonjol Surabaya Pusat Kota,13440000000,480.0,494.0,8.0,4,2,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.2802172,112.7351999,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-dijalan-imam-bonjol-surabaya-pusat-kota-hos19166030/,rumah123,Surabaya Pusat
Rumah Dijual Dijalan Blambangan Surabaya Pusat,9000000000,420.0,420.0,4.0,2,1,,Unfurnished,1,0,"Tegalsari, Surabaya",-7.28409,112.74288,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-dijual-dijalan-blambangan-surabaya-pusat-hos40853021/,rumah123,Surabaya Pusat
Rumah di Bukit Palma Citraland Surabaya Bagus Lingkungan Nyaman,1500000000,120.0,100.0,5.0,2.0,2,1.0,Unfurnished,1,1,"Pakal, Surabaya",-7.252538181224906,112.62760877609253,https://www.rumah123.com/properti/surabaya-pakal/rumah-di-bukit-palma-citraland-surabaya-bagus-lingkungan-nyaman-hos41774302/,rumah123,Surabaya Barat
Dijual Rumah Nortwest Lake Citraland Surabaya Murah,975000000,72.0,69.0,2.0,2.0,2,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/dijual-rumah-nortwest-lake-citraland-surabaya-murah-hos42201253/,rumah123,Surabaya Barat
Rumah Tinggal di Perumahan Pondok Benowo Indah Kota Surabaya,478197000,107.0,70.0,,1.0,1,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.62981,https://www.rumah123.com/properti/surabaya-pakal/rumah-tinggal-di-perumahan-pondok-benowo-indah-kota-surabaya-hos41641869/,rumah123,Surabaya Barat
Rumah Tinggal di Perumahan Pondok Benowo Indah Kota Surabaya,478197000,107.0,70.0,,1.0,1,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.62981,https://www.rumah123.com/properti/surabaya-pakal/rumah-tinggal-di-perumahan-pondok-benowo-indah-kota-surabaya-hos41503322/,rumah123,Surabaya Barat
Turun Harga! Rumah Minimalist 2Lt Pakal Madya Asri,1600000000,89.0,128.0,3.0,3.0,2,1.0,Semi Furnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/turun-harga-rumah-minimalist-2lt-pakal-madya-asri-hos42281923/,rumah123,Surabaya Barat
Rumah Homey 1 Lantai Citraland Northwest Park Siap Huni Bersih,750000000,72.0,42.0,2.0,1.0,1,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/rumah-homey-1-lantai-citraland-northwest-park-siap-huni-bersih-hos42340588/,rumah123,Surabaya Barat
Jual Rumah Bukit Palma Gress 2 Lantai 2 M,2000000000,120.0,170.0,4.0,4.0,2,2.0,Unfurnished,1,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/jual-rumah-bukit-palma-gress-2-lantai-2-m-hos42316359/,rumah123,Surabaya Barat
Rumah Baru Gress Jual Pakal Madya Jaya Minimalis 2 Lantai,1300000000,89.0,128.0,3.0,3.0,2,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/rumah-baru-gress-jual-pakal-madya-jaya-minimalis-2-lantai-hos42261496/,rumah123,Surabaya Barat
Rumah 2 Unit Griya Surabaya Asri Pakal Benowo,580000000,59.0,63.0,2.0,2.0,2,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/rumah-2-unit-griya-surabaya-asri-pakal-benowo-hos39929683/,rumah123,Surabaya Barat
Dijual Rumah Northwest Park,750000000,72.0,46.0,2.0,1.0,1,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/dijual-rumah-northwest-park-hos42348211/,rumah123,Surabaya Barat
"Rumah Pelican Hill Citraland, Type Favorit, Harga Termurah",4100000000,200.0,250.0,4.0,3.0,2,2.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/rumah-pelican-hill-citraland-type-favorit-harga-termurah-hos42438688/,rumah123,Surabaya Barat
Northwest Citraland,975000000,55.0,80.0,2.0,2.0,2,,Unfurnished,1,0,"Pakal, Surabaya",-7.24268,-7.24268,https://www.rumah123.com/properti/surabaya-pakal/northwest-citraland-hos42171795/,rumah123,Surabaya Barat
North West Lake Citraland Pakal,760000000,55.0,45.0,1.0,2.0,2,1.0,Unfurnished,1,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/north-west-lake-citraland-pakal-hos41709090/,rumah123,Surabaya Barat
Pakal Madya Asri Baru 2Lt,1300000000,94.0,150.0,3.0,3.0,2,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.62981,https://www.rumah123.com/properti/surabaya-pakal/pakal-madya-asri-baru-2lt-hos18439919/,rumah123,Surabaya Barat
Dijual Rumah Northwest Park,1800000000,120.0,100.0,3.0,2.0,2,1.0,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/dijual-rumah-northwest-park-hos42260466/,rumah123,Surabaya Barat
Rumah SHM Furnished Siap Huni Grand Pakuwon Dekat Toll Margomulyo,1680000000,90.0,100.0,4.0,2.0,2,2.0,Furnished,1,1,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/rumah-shm-furnished-siap-huni-canberra-grand-pakuwon-sby-barat-hos42391459/,rumah123,Surabaya Barat
Lelang Rumah | North West Park,744400000,72.0,72.0,,,1,,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-north-west-park-hos42364237/,rumah123,Surabaya Barat
"Lelang Rumah | Northwest Park, Blok Nb2/98",744700000,72.0,72.0,,,1,,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-northwest-park-blok-nb298-hos42364273/,rumah123,Surabaya Barat
Lelang Rumah | Daerah Pakal,140000000,105.0,105.0,,,1,,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-daerah-pakal-hos42364729/,rumah123,Surabaya Barat
Lelang Rumah | Perumahan Griya Surabaya Asri,175000000,122.0,122.0,,,1,,Unfurnished,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-perumahan-griya-surabaya-asri-hos42378388/,rumah123,Surabaya Barat
Murah Hanya Bulan Ini Baru Gress Amesta Living,950000000,84.0,90.0,3,2,2.0,,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,-7.33182,https://www.rumah123.com/properti/surabaya-gununganyar/murah-under-market-amesta-living-dkt-merr-upn-hos41892927/,rumah123,Surabaya Timur
Rumah Perum Grand Tirta Agung,525000000,36.0,60.0,2,2,2.0,1.0,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-perum-grand-tirta-agung-hos9723010/,rumah123,Surabaya Timur
Rumah Central Park Gunung Anyar Regency Surabaya Murah. Ron.a1250,2350000000,210.0,139.0,2,2,1.0,1.0,Unfurnished,0,0,"Gununganyar, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-central-park-gunung-anyar-regency-surabaya-murah-rona1250-hos41539491/,rumah123,Surabaya Timur
Amesta Living 2 Lantai Cluster Sora,1400000000,60.0,90.0,2,1,2.0,1.0,Unfurnished,0,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/amesta-living-2-lantai-cluster-sora-hos42245863/,rumah123,Surabaya Timur
"Rumah Baru Minimalis, Lokasi Strategis di Gununganyar Rungkut Modern",700000000,40.0,55.0,3,2,2.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/new-minimalis-rumah-di-gununganyar-rungkut-modern-hos18983897/,rumah123,Surabaya Timur
290926 Dijual Via Lelang Rumah Perum Puri Citra Rungkut Blok B-20,1270000000,133.0,133.0,3,2,1.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/290926-dijual-via-lelang-rumah-perum-puri-citra-rungkut-blok-b20-hos42439823/,rumah123,Surabaya Timur
Dijual Rumah Ready The Casual Purimas Regency Surabaya Timur,1400000000,60.0,99.0,4,3,1.0,1.0,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/dijual-rumah-ready-the-casual-purimas-regency-surabaya-timur-hos41220305/,rumah123,Surabaya Timur
"Rumah Baru Amesta Living 3 Kamar, Ada Prabotan, Murah",1150000000,60.0,75.0,3,2,2.0,1.0,Semi Furnished,0,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/amesta-liiving-3-kamar-tidur-ada-sebagian-prabotan-hos18417278/,rumah123,Surabaya Timur
Rumah SHM Ready Siap Huni Gununganyar Dekat Kampus Upn Surabaya,1670000000,81.0,115.0,3,2,2.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-shm-ready-siap-huni-gununganyar-dekat-kampus-upn-surabaya-hos42349663/,rumah123,Surabaya Timur
Rumah Strategis Row 15M Rungkut Menanggal Harapan Surabaya 198 M2,2200000000,198.0,275.0,3,2,2.0,2.0,Unfurnished,0,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-strategis-row-15m-rungkut-menanggal-harapan-surabaya-198-m2-hos41251315/,rumah123,Surabaya Timur
Amesta Living Surabaya Timur Murah Poll Rumah Baru Gress 1M-An,1300000000,84.0,90.0,3,2,2.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-gununganyar/amesta-living-surabaya-timur-murah-poll-rumah-baru-gress-1man-hos41766910/,rumah123,Surabaya Timur
Dijual Cepat Rumah Royal Park Residence Surabaya Timur,1500000000,120.0,120.0,3,3,2.0,1.0,Furnished,1,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/dijual-cepat-rumah-royal-park-residence-surabaya-timur-hos11386566/,rumah123,Surabaya Timur
Perumahan Murah Ready Unit Di Selatan Surabaya,600000000,90.0,36.0,2,1,,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/perumahan-murah-ready-unit-di-selatan-surabaya-hos18479365/,rumah123,Surabaya Timur
Rumah SHM 2 Lantai Jual Murah Dekat Upn,650000000,48.0,45.0,2,2,2.0,1.0,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-shm-2-lantai-jual-murah-dekat-upn-hos39377911/,rumah123,Surabaya Timur
Rumah di Gunung Anyar Surabaya 1 Lantai Minimalis Siap Huni,665000000,75.0,50.0,2,1,1.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.339678,112.784519,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-di-gunung-anyar-surabaya-1-lantai-minimalis-siap-huni-hos42169524/,rumah123,Surabaya Timur
"Rumah Wiguna Timur, Dekat Merr, Tol, Kampus Upn",1500000000,120.0,102.0,3,2,1.0,2.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-wiguna-timur-dekat-merr-tol-kampus-upn-hos41987231/,rumah123,Surabaya Timur
"Rumah Gunung Anyar, Dekat Merr, Tol, Upn, Galaxy Mall",1390000000,134.0,91.0,3,2,1.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-gunung-anyar-dekat-merr-tol-upn-galaxy-mall-hos41683359/,rumah123,Surabaya Timur
Rumah On Gate On Progress Renov Dekat Ry Gununganyar Surabaya,650000000,60.0,50.0,2,1,1.0,1.0,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-on-gate-on-progress-renov-dekat-ry-gununganyar-surabaya-hos42308795/,rumah123,Surabaya Timur
"Rumah Baru Ready One Gate Gununganyar Surabaya Dekat U P N, I T S",700000000,50.0,36.0,2,1,1.0,1.0,Unfurnished,1,0,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-baru-ready-one-gate-gununganyar-surabaya-dekat-u-p-n-i-t-s-hos42294051/,rumah123,Surabaya Timur
RUMAH DIJUAL HITUNG TANAH WIGUNA TENGAH MURAH BEBAS BANJIR,999000000,135.0,90.0,3,1,1.0,1.0,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-dijual-hitung-tanah-wiguna-tengah-murah-bebas-banjir-hos40617009/,rumah123,Surabaya Timur
"Jual Rumah di Sidotopo Wetan Baru, Kenjeran Cocok untuk Usaha Home Industri, 3 SHM",7000000000,812.0,620.0,4,3.0,2,8.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/jual-rumah-di-sidotopo-wetan-baru-kenjeran-cocok-untuk-usaha-home-industri-dekat-sdn-hos39141579/,rumah123,Surabaya Utara
Rumah 1 Lantai Siap Huni Gading Indah Dekat Kenjeran Suramadu Mulyosari,830000000,90.0,80.0,2,1.0,1,1.0,Unfurnished,1,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-1-lantai-siap-huni-gading-indah-dekat-kenjeran-suramadu-mulyosari-hos40092022/,rumah123,Surabaya Utara
Rumah Asri Siap Huni di Pantai Mentari - Ocean Park di Kenjeran Surabaya,1950000000,153.0,96.0,3,2.0,1,1.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-asri-siap-huni-di-pantai-mentari-kenjeran-hos42348903/,rumah123,Surabaya Utara
Dijual Via Lelang Rumah Tinggal Komplek Perum. Pantai Mentari,1120000000,120.0,80.0,3,2.0,1,,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-via-lelang-rumah-tinggal-komplek-perum-pantai-mentari-hos42377488/,rumah123,Surabaya Utara
Dijual Rumah Usaha Lebak Jaya Surabaya Timur,2900000000,354.0,490.0,3,3.0,2,1.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-rumah-usaha-lebak-jaya-surabaya-timur-hos40835644/,rumah123,Surabaya Utara
Rumah Pantai Mentari Surabaya Murah. Ron.a367,1700000000,102.0,120.0,3,3.0,2,1.0,Semi Furnished,0,0,"Kenjeran, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-pantai-mentari-surabaya-murah-rona367-hos42107844/,rumah123,Surabaya Utara
Pantai Mentari Hook 2 Lantai Cluster Depan,4000000000,219.0,280.0,7,8.0,2,1.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/pantai-mentari-hook-2-lantai-cluster-depan-hos42199562/,rumah123,Surabaya Utara
Termurah Hitung Tanah Rumah Lebak Jaya 2 Nembus Lebak Jaya 1,4500000000,610.0,300.0,4,3.0,1,,Unfurnished,0,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/termurah-hitung-tanah-rumah-lebak-jaya-2-nembus-lebak-jaya-1-hos41154620/,rumah123,Surabaya Utara
Rumah 1 Lantai di Area Lebak Timur Indah Gading Kenjeran.,2950000000,200.0,200.0,2,2.0,1,,Unfurnished,1,0,"Kenjeran, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-1-lantai-di-area-lebak-timur-indah-gading-kenjeran-hos41606813/,rumah123,Surabaya Utara
Rumah 2 Lantai Di Daerah Lebak Murah Bagus Shm,700000000,50.0,100.0,3,2.0,2,,Unfurnished,1,0,"Kenjeran, Surabaya",-7.23563,112.78616,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-2-lantai-di-daerah-lebak-murah-bagus-shm-hos15867709/,rumah123,Surabaya Utara
Rumah Baru Gress 2 Lantai Dekat Unair dan Its One Gate Sistem,2300000000,80.0,120.0,3,3.0,2,1.0,Unfurnished,1,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-baru-gress-2-lantai-dekat-unair-dan-its-one-gate-sistem-hos41431745/,rumah123,Surabaya Utara
"Bebas Banjir, Rumah, 2 Lantai, SHM, Dekat Pusat Perbelanjaan, bisa KPR, Lokasi Kenjeran",1850000000,90.0,135.0,3,3.0,2,1.0,Unfurnished,1,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/bebas-banjir-rumah-2-lantai-shm-dekat-pusat-perbelanjaan-bisa-kpr-lokasi-kenjeran-hos41431673/,rumah123,Surabaya Utara
Dijual Rumah Baru Babatan Pantai Utara Surabaya,2550000000,146.0,280.0,4,3.0,3,2.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-rumah-baru-babatan-pantai-utara-surabaya-hos42124272/,rumah123,Surabaya Utara
Dijual Rumah Baru Renov - Lebak Indah Town House,1250000000,92.0,92.0,3,2.0,2,1.0,Unfurnished,1,0,"Kenjeran, Surabaya",-7.243586,112.781764,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-rumah-baru-renov-lebak-indah-town-house-hos41221228/,rumah123,Surabaya Utara
RUMAH BABATAN PANTAI MODEL SCANDINAVIAN NEW DEKAT KENJERAN SURABAYA,3700000000,165.0,225.0,4,3.0,2,2.0,Unfurnished,1,1,"Kenjeran, Surabaya",,,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-babatan-pantai-model-scandinavian-new-dekat-kenjeran-surabaya-hos17245770/,rumah123,Surabaya Utara
Rumah Baru Lebak Indah Regensi Dkt Kenjeran,1300000000,63.0,90.0,3,2.0,2,,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,-7.23563,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-baru-lebak-indah-regensi-dkt-kenjeran-hos42426528/,rumah123,Surabaya Utara
