judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
Rumah Tenggilis Mejoyo 2Lt Dijual Dekat Kampus Ubaya Surabaya,1850000000,100.0,130.0,4,4,2,1.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-tenggilis-mejoyo-2lt-dijual-dekat-kampus-ubaya-surabaya-hos42038113/,rumah123,Surabaya Timur
Murah Tenggilis 2Lt Luas 200 Siap Huni Harga 2Man Dekat Ubaya Prapen,2400000000,200.0,300.0,5,4,2,,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/murah-tenggilis-2lt-luas-200-siap-huni-harga-2man-dekat-ubaya-prapen-hos42149602/,rumah123,Surabaya Timur
Dijual Rumah Tenggilis Mejoyo Selatan Surabaya Ron.a2487,2750000000,200.0,300.0,5,4,2,2.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-tenggilis-mejoyo-selatan-surabaya-rona2487-hos42148720/,rumah123,Surabaya Timur
Rumah Murah Hitung Tanah di Perumahan Kutisari Indah Surabaya Selatan,1300000000,200.0,180.0,5,2,2,1.0,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.3390451,112.7451105,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-murah-hitung-di-perumahan-kutisari-indah-surabaya-selatan-hos42145121/,rumah123,Surabaya Timur
Dijual Rumah Siap Huni Full Furnished SHM.,2300000000,200.0,200.0,7,4,1,2.0,Furnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-siap-huni-full-furnished-shm-hos41242376/,rumah123,Surabaya Timur
Dijual Rumah di Tenggilis Mejoyo Surabaya Timur,2900000000,246.0,200.0,7,3,1,1.0,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-di-tenggilis-mejoyo-surabaya-timur-hos42147898/,rumah123,Surabaya Timur
Dijual Murah Rumah 2 Lantai Luas Besar Tenggilis Hook SHM Lelang,2500000000,368.0,500.0,5,5,2,2.0,Unfurnished,1,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-murah-rumah-2-lantai-luas-besar-tenggilis-hook-shm-lelang-hos42145760/,rumah123,Surabaya Timur
190826 Dijual Rumah Lelang Perum Persada Jl Prapen Indah Timur 4 Blok Ac No 10,1850000000,165.0,330.0,3,2,2,1.0,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/190826-dijual-rumah-lelang-perum-persada-jl-prapen-indah-timur-4-blok-ac-no-10-hos42090955/,rumah123,Surabaya Timur
Siap Huni Rumah Prambanan Residence 2 Lantai Fully Furnished,5250000000,249.0,290.0,3,2,2,2.0,Unfurnished,1,0,"Lakarsantri, Surabaya",-7.30073,112.63566,https://www.rumah123.com/properti/surabaya-lakarsantri/siap-huni-rumah-prambanan-residence-2-lantai-fully-furnished-hos42146521/,rumah123,Surabaya Barat
Greenlake Citraland,2300000000,120.0,143.0,3,3,2,1.0,Unfurnished,1,0,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/greenlake-citraland-hos42145918/,rumah123,Surabaya Barat
Citraland Clasic Moder,13000000000,437.0,600.0,6,4,2,2.0,Semi Furnished,0,1,"Lakarsantri, Surabaya",-7.30073,112.63566,https://www.rumah123.com/properti/surabaya-lakarsantri/citraland-clasic-moder-hos42103884/,rumah123,Surabaya Barat
Rumah 2 Lantai di Kawasan Elite Pakuwon Indah Siap Huni,5900000000,230.0,250.0,3,4,1,1.0,Furnished,1,1,"Lakarsantri, Surabaya",-7.2965095172150285,112.67001316825537,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-2-lantai-di-kawasan-elite-pakuwon-indah-siap-huni-hos41338687/,rumah123,Surabaya Barat
"Termurah Rumah di Royal Residence, Dekat Pakuwon Mall, Sby",2000000000,128.0,125.0,3,3,2,,Semi Furnished,0,0,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/termurah-rumah-di-royal-residence-dekat-pakuwon-mall-sby-hos41471816/,rumah123,Surabaya Barat
Rumah Mewah di Prambanan Residence,2550000000,240.0,300.0,4,4,2,2.0,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.30073,112.63566,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-mewah-di-prambanan-residence-hos42088253/,rumah123,Surabaya Barat
Tmaan Wisata Regency Murah Siap Huni Dkt Wiyung Menganti,800000000,105.0,54.0,2,1,1,1.0,Unfurnished,1,1,"Lakarsantri, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-lakarsantri/tmaan-wisata-regency-murah-siap-huni-dkt-wiyung-menganti-hos42100545/,rumah123,Surabaya Barat
Rumah Mewah di Prambanan Residence,2550000000,240.0,300.0,4,4,2,2.0,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.30073,112.63566,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-mewah-di-prambanan-residence-hos42095248/,rumah123,Surabaya Barat
Rumah minimalis di Boulevard Rumah Prambanan Residence Surabaya,5500000000,360.0,379.0,4,4,2,2.0,Semi Furnished,0,1,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-minimalis-di-boulevard-rumah-prambanan-residence-surabaya-hos42012938/,rumah123,Surabaya Barat
Dijual Rumah 2 Lantai di Prambanan Residence Surabaya Barat,6000000000,388.0,311.0,4,4,2,,Unfurnished,0,1,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/dijual-rumah-2-lantai-di-prambanan-residence-surabaya-barat-hos42099170/,rumah123,Surabaya Barat
Rumah Bagus Lakarsantri Surabaya Gmk04127,2900000000,248.0,550.0,2,2,2,1.0,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.30643,112.660098,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-bagus-lakarsantri-surabaya-gmk04127-hos42051357/,rumah123,Surabaya Barat
Wisata Bukit Mas 2 Full Furnished Bagus,4100000000,292.0,360.0,3,3,2,,Furnished,0,0,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/wisata-bukit-mas-2-full-furnished-bagus-hos42050328/,rumah123,Surabaya Barat
"Dijual Rumah Minimalis Baru, Citraland Utama Cluster International Village",4200000000,150.0,230.0,5,5,2,,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.299158488012054,112.63561836689706,https://www.rumah123.com/properti/surabaya-lakarsantri/dijual-rumah-minimalis-baru-citraland-utama-cluster-international-village-hos42049645/,rumah123,Surabaya Barat
"Dijual Rumah Minimalis Baru, Citraland Utama Cluster International Village",4200000000,150.0,230.0,5,5,2,,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.299158488012054,112.63561836689706,https://www.rumah123.com/properti/surabaya-lakarsantri/dijual-rumah-minimalis-baru-citraland-utama-cluster-international-village-hos42049637/,rumah123,Surabaya Barat
Jual Rumah Citraland Hook Lokasi Strategis dengan Pool,5800000000,313.0,235.0,3,3,2,4.0,Semi Furnished,0,0,"Lakarsantri, Surabaya",-7.299158488012054,112.63561836689706,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-citraland-hook-lokasi-strategis-dengan-pool-hos42049231/,rumah123,Surabaya Barat
Jual Rumah Citraland Hook Lokasi Strategis dengan Pool,5800000000,313.0,235.0,3,3,2,4.0,Semi Furnished,0,0,"Lakarsantri, Surabaya",-7.299158488012054,112.63561836689706,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-citraland-hook-lokasi-strategis-dengan-pool-hos42049270/,rumah123,Surabaya Barat
Dijual Rumah Royal Residence Surabaya Barat,2990000000,150.0,250.0,4,4,2,1.0,Semi Furnished,1,0,"Lakarsantri, Surabaya",-7.30073,112.63566,https://www.rumah123.com/properti/surabaya-lakarsantri/dijual-rumah-royal-residence-surabaya-barat-hos39722882/,rumah123,Surabaya Barat
Luas 59M2 - Full Bangunan!! Dijual Rumah Via Lelang di Lakarsantri Surabaya (Perum Graha Pratama),250000000,59.0,50.0,2,1,1,,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.3083654569227505,112.63636981689362,https://www.rumah123.com/properti/surabaya-lakarsantri/luas-59m2-full-bangunan-dijual-rumah-via-lelang-di-lakarsantri-surabaya-perum-graha-pratama-hos41932462/,rumah123,Surabaya Barat
Dijual Rumah Mewah Citraland Baru Gress,9950000000,300.0,600.0,5,5,3,2.0,Unfurnished,1,1,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/dijual-rumah-mewah-citraland-baru-gress-hos41909658/,rumah123,Surabaya Barat
Dijual Rumah Komersial Area Jl Slamet Surabaya Pusat,22500000000,600.0,260.0,1,1,1,,Unfurnished,0,1,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-komersial-area-jl-slamet-surabaya-pusat-hos42270927/,rumah123,Surabaya Selatan
Dijual Rumah 2 Lantai di Graha Famili Golf View Surabaya,70000000000,1250.0,1600.0,5,5,2,,Unfurnished,0,1,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-2-lantai-di-graha-famili-golf-view-surabaya-hos42270885/,rumah123,Surabaya Selatan
"Rumah Mewah 2Kavling Gandeng di Darmo Hill, Surabaya Barat",25000000000,1080.0,850.0,7,5,2,4.0,Semi Furnished,1,1,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-mewah-2kavling-gandeng-di-darmo-hill-surabaya-barat-hos42231475/,rumah123,Surabaya Selatan
Dijual Rumah Puncak Permai Utara Mewah Bagus Surabaya Barat,12000000000,750.0,800.0,4,3,1,,Semi Furnished,0,1,"Dukuh Pakis, Surabaya",-7.295030117034912,112.71073913574219,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-puncak-permai-utara-mewah-bagus-surabaya-barat-hos17449293/,rumah123,Surabaya Selatan
"Langka‼️*Brand New, Rumah Classic Modern 3 Lantai**Harga 4M-An di Graha Family Surabaya*",4750000000,128.0,300.0,4,4,2,1.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-dukuh-pakis/langkabrand-new-rumah-classic-modern-3-lantaiharga-4man-di-graha-family-surabaya-hos42193106/,rumah123,Surabaya Selatan
Forsale Rumah Mewah Darmo Hill Strategis Siap Huni Surabaya Kota Jdw 136,5700000000,300.0,500.0,5,5,2,1.0,Unfurnished,1,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/forsale-rumah-mewah-darmo-hill-strategis-siap-huni-surabaya-kota-jdw-136-hos42152893/,rumah123,Surabaya Selatan
Dijual rumah darmo permai selatan surabaya,3750000000,210.0,400.0,3,3,2,1.0,Unfurnished,1,1,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-darmo-permai-selatan-surabaya-hos19279899/,rumah123,Surabaya Selatan
Dijual Rumah Villa Bukit Mas Sby,6500000000,312.0,400.0,5,4,1,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-villa-bukit-mas-sby-hos42111939/,rumah123,Surabaya Selatan
350-Rumah Kos Aktif SHM 3 Lantai LB 400 M2 di Jl Darmo Permai Utara Surabaya,3500000000,400.0,150.0,11,11,3,,Unfurnished,1,1,"Dukuh Pakis, Surabaya",-7.295074,112.710813,https://www.rumah123.com/properti/surabaya-dukuh-pakis/350rumah-kos-aktif-shm-3-lantai-lb-400-m2-di-jl-darmo-permai-utara-surabaya-hos16753216/,rumah123,Surabaya Selatan
Darmo Permai Selatan Baru Gress,3900000000,153.0,250.0,4,4,2,,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/darmo-permai-selatan-baru-gress-hos42147893/,rumah123,Surabaya Selatan
Dijual Harga Super Spesial Rumah Siap Huni Kupang Baru!,4800000000,490.0,350.0,5,3,1,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-harga-super-spesial-rumah-siap-huni-kupang-baru-hos42143743/,rumah123,Surabaya Selatan
Darmo Permai Selatan Dijual Rumah Kondisi Apa Adanya,2500000000,200.0,250.0,4,3,2,,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,-7.29503,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-kondisi-apa-adanya-hos42042125/,rumah123,Surabaya Selatan
Rumah Graha Family Surabaya Barat Dekat Pakuwon Indah dan Bdg,13000000000,487.0,550.0,4,4,2,2.0,Unfurnished,1,1,"Dukuh Pakis, Surabaya",-7.299911287176656,112.68339554395028,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-graha-family-surabaya-barat-dekat-pakuwon-indah-dan-bdg-hos42103536/,rumah123,Surabaya Selatan
Rumah Graha Family Surabaya Dekat Bdg dan Citraland,11900000000,360.0,500.0,4,4,2,2.0,Unfurnished,1,1,"Dukuh Pakis, Surabaya",-7.299911287176656,112.68339554395028,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-graha-family-surabaya-dekat-bdg-dan-citraland-hos42103468/,rumah123,Surabaya Selatan
Rumah Darmo Permai Selatan Surabaya,1800000000,180.0,150.0,3,3,1,1.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-darmo-permai-selatan-surabaya-hos40140324/,rumah123,Surabaya Selatan
Rumah Kupang Indah 2 Lantai Surabaya Barat,11000000000,691.0,296.0,10,5,2,1.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-kupang-indah-2-lantai-surabaya-barat-hos42008609/,rumah123,Surabaya Selatan
Rumah Mewah di Jalan Kembar Bukit Darmo Golf,33000000000,956.0,1300.0,5,4,2,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-mewah-di-jalan-kembar-bukit-darmo-golf-hos42088276/,rumah123,Surabaya Selatan
Rumah Mewah di Jalan Kembar Bukit Darmo Golf,33000000000,956.0,1300.0,5,4,2,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-mewah-di-jalan-kembar-bukit-darmo-golf-hos42088270/,rumah123,Surabaya Selatan
Rumah Classic Hitung Tanah di Graha Family,899000000,375.0,500.0,4,4,2,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-classic-hitung-tanah-di-graha-family-hos42088263/,rumah123,Surabaya Selatan
Rumah di Perumahan Elite Graha Family,6150000000,312.0,450.0,3,2,2,2.0,Unfurnished,0,0,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-di-perumahan-elite-graha-family-hos42088252/,rumah123,Surabaya Selatan
"Rumah Komersial Area, Jalan Raya Arjuno Tidar",16000000000,601.0,601.0,,,2.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731,https://www.rumah123.com/properti/surabaya-sawahan/rumah-komersial-area-jalan-raya-arjuno-tidar-hos41846874/,rumah123,Surabaya Selatan
Jual Murah Turun Harga Komersial Surabaya Pusat Jalan Arjuna,8920000000,469.0,400.0,1.0,1.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/jual-murah-turun-harga-komersial-surabaya-pusat-jalan-arjuna-hos41912072/,rumah123,Surabaya Selatan
Dijual Rumah Usaha di Jalan Raya Arjuno Surabaya Pusat,19900000000,676.0,300.0,1.0,1.0,1.0,,Unfurnished,0,1,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-usaha-di-jalan-raya-arjuno-surabaya-pusat-hos41994437/,rumah123,Surabaya Selatan
Rumah Jual Murah Hitung Tanah Dekat Ciputra World,1100000000,160.0,80.0,,1.0,1.0,1.0,Unfurnished,1,0,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/rumah-jual-murah-hitung-tanah-dekat-ciputra-world-hos41826054/,rumah123,Surabaya Selatan
"Rumah Siap Huni Lokasi Sangat Strategis Pusat Kota Jl Widodaren, Sawahan",12000000000,392.0,650.0,5.0,4.0,2.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731,https://www.rumah123.com/properti/surabaya-sawahan/rumah-siap-huni-lokasi-sangat-strategis-pusat-kota-jl-widodaren-sawahan-hos41737320/,rumah123,Surabaya Selatan
Rumah Mewah Simo Gunung Barat Sawahan Surabaya,5500000000,390.0,302.0,6.0,8.0,2.0,1.0,Semi Furnished,1,1,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/rumah-mewah-simo-gunung-barat-sawahan-surabaya-hos41695741/,rumah123,Surabaya Selatan
Rumah Butuh Renovasi Pusat Kota Arjuno Sawahan Surabaya,6500000000,620.0,450.0,6.0,4.0,1.0,1.0,Unfurnished,1,1,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/rumah-butuh-renovasi-pusat-kota-arjuno-sawahan-surabaya-hos41720813/,rumah123,Surabaya Selatan
JUAL CEPAT RUMAH MURAH KERTAJAYA INDAH STRATEGIS DEKAT RAYA KERTAJAYA SURABAYA TIMUR,5500000000,360.0,220.0,4.0,3.0,,1.0,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,-7.26502,https://www.rumah123.com/properti/surabaya-sawahan/jual-cepat-rumah-murah-kertajaya-indah-strategis-dekat-raya-kertajaya-surabaya-timur-hos40088631/,rumah123,Surabaya Selatan
Petemon,9500000000,1170.0,430.0,3.0,3.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,-7.26502,https://www.rumah123.com/properti/surabaya-sawahan/petemon-hos41487384/,rumah123,Surabaya Selatan
Jl Anjasmoro Pusat Kota Surabaya,37000000000,1148.0,750.0,8.0,2.0,2.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,-7.26502,https://www.rumah123.com/properti/surabaya-sawahan/jual-cepat-rumah-jl-anjasmoro-hos41333195/,rumah123,Surabaya Selatan
Jl Anjasmoro Pusat Kota Surabaya,17000000000,573.0,400.0,4.0,2.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,-7.26502,https://www.rumah123.com/properti/surabaya-sawahan/jl-anjasmoro-pusat-kota-surabaya-hos41358009/,rumah123,Surabaya Selatan
Dijual Rumah 2 Lantai Strategis Pusat Kota Lokasi di Jl.blauran,1000000000,120.0,150.0,2.0,2.0,2.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-2-lantai-strategis-pusat-kota-lokasi-di-jlblauran-hos41395696/,rumah123,Surabaya Selatan
Dijual Rumah Dijalan Anjasmoro Surabaya Pusat,17118000000,634.0,634.0,3.0,2.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-dijalan-anjasmoro-surabaya-pusat-hos18923438/,rumah123,Surabaya Selatan
Rumah Murah Pusat Kota Surabaya Jalan Kawi SHM KPR Arjuna Petemon,6750000000,634.0,287.0,4.0,3.0,1.0,1.0,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/rumah-murah-pusat-kota-surabaya-jalan-kawi-shm-kpr-arjuna-petemon-hos41095060/,rumah123,Surabaya Selatan
RUMAH HOOK DI JL KAWI SAWAHAN SURABAYA,7000000000,634.0,287.0,5.0,4.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,-7.26502,https://www.rumah123.com/properti/surabaya-sawahan/rumah-hook-di-jl-kawi-sawahan-surabaya-hos38898160/,rumah123,Surabaya Selatan
DIJUAL RUMAH HOOK 0 JALAN RAYA DEKAT TIDAR,6750000000,634.0,287.0,5.0,4.0,1.0,4.0,Unfurnished,0,0,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-hook-0-jalan-raya-dekat-tidar-hos39558937/,rumah123,Surabaya Selatan
"Jual Rumah Kantor Pusat Kota Jl Argopuro, Sawahan",15000000000,620.0,600.0,5.0,4.0,2.0,6.0,Semi Furnished,0,0,"Sawahan, Surabaya",-7.2592526,112.7282045,https://www.rumah123.com/properti/surabaya-sawahan/jual-rumah-kantor-pusat-kota-jl-argopuro-sawahan-hos38962637/,rumah123,Surabaya Selatan
Rumah Jalan Anjasmoro Surabaya Pusat,43000000000,1120.0,550.0,8.0,3.0,2.0,,Unfurnished,0,1,"Sawahan, Surabaya",-7.26502,112.731,https://www.rumah123.com/properti/surabaya-sawahan/rumah-jalan-anjasmoro-surabaya-pusat-hos11055913/,rumah123,Surabaya Selatan
Dijual Rumah Kedung Anyar Sawahan Surabaya,2000000000,274.0,274.0,1.0,1.0,1.0,,Unfurnished,0,0,"Sawahan, Surabaya",-7.263896,112.727574,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-kedung-anyar-sawahan-surabaya-hos42435074/,rumah123,Surabaya Selatan
Dijual Rumah Strategis di Jalan Anjasmoro Surabaya Pusat,16000000000,573.0,400.0,2.0,1.0,1.0,,Unfurnished,0,1,"Sawahan, Surabaya",-7.26502,112.731003,https://www.rumah123.com/properti/surabaya-sawahan/dijual-rumah-strategis-di-jalan-anjasmoro-surabaya-pusat-hos42433739/,rumah123,Surabaya Selatan
"Rumah, 2 Lantai,Manyar Kertoarjo. Siap Huni Furnished. Row Jalan 3,5 Mobil. SHM. Murah. Nego",10500000000,510.0,800.0,5,5,2.0,2.0,Furnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-2-lantaimanyar-kertoarjo-siap-huni-furnished-row-jalan-35-mobil-shm-murah-nego-hos42054174/,rumah123,Surabaya Timur
Dijual Rumah Pusat Surabaya Timur Dharmahusada Indah Lebar 15M,9500000000,450.0,600.0,5,5,2.0,2.0,Unfurnished,0,1,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/dijual-rumah-pusat-kota-manyar-kertoarjo-selangkah-resto-layar-hos42052274/,rumah123,Surabaya Timur
"Rumah Pucang 2 Lantai Kondisi Bagus Siap Huni, Selangkah ke Jalan Raya Pucang",2300000000,230.0,380.0,6,5,2.0,,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-pucang-2-lantai-kondisi-bagus-siap-huni-selangkah-ke-jalan-raya-pucang-hos42051065/,rumah123,Surabaya Timur
Rumah Mojoklanggru Kidul Surabaya 2 Lantai Hadap Timur Kosongan,2850000000,180.0,260.0,5,4,2.0,2.0,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,-7.27396,https://www.rumah123.com/properti/surabaya-gubeng/rumah-mojoklanggru-kidul-surabaya-2-lantai-hadap-timur-kosongan-hos42050809/,rumah123,Surabaya Timur
Rumah Hitung Tanah 2 Lantai SHM di Mojoklanggru Lokasi Strategis,10200000000,972.0,1200.0,4,6,2.0,,Unfurnished,1,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-hitung-tanah-2-lantai-shm-di-mojoklanggru-lokasi-strategis-hos42049283/,rumah123,Surabaya Timur
"Rumah Usaha Dekat Tengah Kota Lokasi di Jalan Dharmawangsa, Strategis Area Komersil",6000000000,236.0,285.0,2,3,1.0,,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-usaha-dekat-tengah-kota-lokasi-di-jalan-dharmawangsa-strategis-area-komersil-hos42001615/,rumah123,Surabaya Timur
"Rumah Jl Biliton STRATEGIS, BAGUS",35000000000,1289.0,1289.0,4,3,1.0,,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-jl-biliton-strategis-bagus-hos40367741/,rumah123,Surabaya Timur
