judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
Dijual Murah Rumah 1 Lantai Green Semanggi Mangrove Rungkut,750000000,84.0,50.0,2,1,1,1,Furnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-murah-rumah-1-lantai-green-semanggi-mangrove-rungkut-hos18882549/,rumah123
Dijual Via Lelang Rumah Pakuwon Indah Cluster Imperial,6440000000,330.0,450.0,4,4,2,1,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-via-lelang-rumah-pakuwon-indah-cluster-imperial-hos40717825/,rumah123
Dijual Murah Rumah 2 Lt Palm Residence Sememi Barat,1350000000,105.0,170.0,3,3,2,1,Unfurnished,1,1,"Benowo, Surabaya",-7.23213,112.63014,https://www.rumah123.com/properti/surabaya-benowo/dijual-murah-rumah-2-lt-palm-residence-sememi-barat-hos18893734/,rumah123
Turun Harga Dijual Murah Rumah Medokan Ayu Utara,375000000,35.0,35.0,2,1,1,1,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/turun-harga-dijual-murah-rumah-medokan-ayu-utara-hos18854528/,rumah123
"Dijual Rumah Full Furnished, Terawat Siap Huni di Grand Harvest",2200000000,147.0,135.0,3,2,2,2,Furnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-full-furnished-terawat-siap-huni-di-grand-harvest-hos40931824/,rumah123
Dijual Cepat Rumah Minimalis Modern Siap Huni,2950000000,191.0,170.0,3,3,2,1,Furnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-cepat-rumah-minimalis-modern-siap-huni-hos40608316/,rumah123
"Dijual Cepat Rumah Mewah 3,5 Lantai Galaxi Bumi Permai Surabaya",10500000000,527.0,527.0,7,8,3,4,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-cepat-rumah-mewah-35-lantai-galaxi-bumi-permai-surabaya-hos39656814/,rumah123
Dijual Rumah Mewahi Citraland Utama Dekat Gwalk,4050000000,150.0,230.0,4,4,2,1,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-mewahi-citraland-utama-dekat-gwalk-hos40658913/,rumah123
Dijual Cepat Rumah Minimalis Wiyung Regency,2700000000,162.0,200.0,4,2,2,1,Unfurnished,1,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-cepat-rumah-minimalis-wiyung-regency-hos40780490/,rumah123
Dijual Rumah Dua Lantai Minimalis Modern Wonorejo,835000000,100.0,75.0,3,1,2,1,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-dua-lantai-minimalis-modern-wonorejo-hos38849162/,rumah123
Dijual Rumah Minimalis Pondok Indah Benowo,790000000,90.0,160.0,4,2,2,1,Unfurnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-minimalis-pondok-indah-benowo-hos38896791/,rumah123
Dijual Cepat Rumah Darmo Harapan Harga Nego,2600000000,220.0,200.0,3,3,2,1,Semi Furnished,1,0,"Darmo permai, Surabaya",-7.285674,112.70134,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-cepat-rumah-darmo-harapan-harga-nego-hos38834083/,rumah123
Dijual Cepat Rumah Lokasi Tambak Medokan Ayu Rungkut,600000000,100.0,40.0,2,1,1,1,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-cepat-rumah-lokasi-tambak-medokan-ayu-rungkut-hos18882561/,rumah123
Dijual Rumah Minimalis Modern Mocca Dian Istana,3250000000,105.0,160.0,3,3,2,1,Unfurnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-minimalis-modern-mocca-dian-istana-hos38896767/,rumah123
Dijual Rumah Purimas Pecatu Selangkah Ke Kampus Upn,2700000000,112.0,260.0,4,2,2,1,Semi Furnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-purimas-pecatu-selangkah-ke-kampus-upn-hos17537667/,rumah123
Dijual Rumah 1 Lantai Perum Manyar 5 Menit Ke Kampus Untag,6500000000,462.0,312.0,4,2,1,2,Unfurnished,1,1,"Sukolilo, Surabaya",-7.28813,112.8029,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-1-lantai-perum-manyar-5-menit-ke-kampus-untag-hos18882527/,rumah123
Dijual Rumah Gress Baruk Utara Letak Strategis,1750000000,75.0,100.0,3,3,2,1,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-gress-baruk-utara-letak-strategis-hos18589205/,rumah123
Dijual Rumah Medayu Utara Area Rungkut Letak Sangat Strategis,1500000000,160.0,112.0,2,1,1,1,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-medayu-utara-area-rungkut-letak-sangat-strategis-hos17538042/,rumah123
Dijual Rumah Baruk Utara Strategis Selangkah Menuju Merr,1700000000,180.0,116.0,2,1,1,1,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-baruk-utara-strategis-selangkah-menuju-merr-hos17448209/,rumah123
Dijual Rumah Grand Pakuwon Minimalis Modern,1650000000,100.0,90.0,3,2,2,1,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-grand-pakuwon-minimalis-modern-hos18664688/,rumah123
Dijual Rumah Siap Huni Gunung Anyar Emas Selangkah Menuju Merr,1800000000,200.0,136.0,3,2,1,1,Unfurnished,1,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/dijual-rumah-siap-huni-gunung-anyar-emas-selangkah-menuju-merr-hos18388039/,rumah123
Dijual Rumah Mewah Graha Family Ada Pool,43500000000,900.0,850.0,5,5,2,2,Semi Furnished,1,1,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/dijual-rumah-mewah-graha-family-ada-pool-hos40045135/,rumah123
Dijual Via Lelang Rumah 2 Lantai Prambanan Residence,2560000000,240.0,300.0,3,2,2,1,Unfurnished,1,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-via-lelang-rumah-2-lantai-prambanan-residence-hos40930692/,rumah123
Rumah Butuh Cepat Jual Murah Besuki Perak Timur Surabaya Utara,2890000000,320.0,290.0,4,3,2,2,Unfurnished,0,0,"Perak, Surabaya",-7.21642,112.731667,https://www.rumah123.com/properti/surabaya-perak/rumah-butuh-cepat-jual-murah-besuki-perak-timur-surabaya-utara-hos39433165/,rumah123
Rumah Furnished Jual Graha Family Surabaya Barat,6400000000,322.0,200.0,4,3,2,2,Furnished,1,1,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/rumah-furnished-jual-graha-family-surabaya-barat-hos40934360/,rumah123
Rumah Jual Pakis Argosari Mayjen Sungkono Dekat Ciputra World,12000000000,576.0,400.0,4,3,1,2,Unfurnished,0,0,"Mayjen Sungkono, Surabaya",-8.07589,112.634583,https://www.rumah123.com/properti/surabaya-mayjen-sungkono/rumah-jual-pakis-argosari-mayjen-sungkono-dekat-ciputra-world-hos39681066/,rumah123
"Rumah Siap Huni di Raya Dharmahusada Indah, Surabaya Cocok untuk Usaha",21000000000,600.0,500.0,5.0,5.0,2.0,3.0,Semi Furnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-siap-huni-di-raya-dharmahusada-indah-surabaya-cocok-untuk-usaha-hos42384625/,rumah123
Rumah Baru Gress Siap Huni Woodland Citraland Utama Surabaya Barat,8500000000,252.0,430.0,6.0,7.0,3.0,2.0,Semi Furnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-baru-gress-siap-huni-woodland-citraland-utama-surabaya-barat-hos42348054/,rumah123
Rumah Baru Gress Minimalis Woodland Citraland Surabaha Barat,4500000000,162.0,255.0,5.0,4.0,2.0,2.0,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-baru-gress-minimalis-woodland-citraland-surabaha-barat-hos39415811/,rumah123
"Rumah Full Renov Wonorejo Rungkut Surabaya Dekat Merr dan U P N, Unair",590000000,78.0,65.0,2.0,1.0,1.0,1.0,Unfurnished,1,0,"Wonorejo, Surabaya",-7.271274,112.731598,https://www.rumah123.com/properti/surabaya-wonorejo/rumah-full-renov-wonorejo-rungkut-surabaya-dekat-merr-dan-u-p-n-unair-hos42375395/,rumah123
Lelang Rumah | Graha Gunung Anyar Tambak Tengah Ii/10,743000000,100.0,100.0,,,1.0,,,0,0,"Gunung Anyar, Surabaya",,,https://www.rumah123.com/properti/surabaya-gunung-anyar/lelang-rumah-graha-gunung-anyar-tambak-tengah-ii10-hos42357944/,rumah123
Lelang Rumah | North West Park,744400000,72.0,72.0,,,1.0,,,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-north-west-park-hos42364237/,rumah123
Lelang Rumah | Daerah Kutisari,1990000000,300.0,300.0,,,1.0,,,0,0,"Kutisari, Surabaya",-7.277097,112.717407,https://www.rumah123.com/properti/surabaya-kutisari/lelang-rumah-daerah-kutisari-hos42364198/,rumah123
"Lelang Rumah | Northwest Park, Blok Nb2/98",744700000,72.0,72.0,,,1.0,,,0,0,"Pakal, Surabaya",-7.24268,112.629807,https://www.rumah123.com/properti/surabaya-pakal/lelang-rumah-northwest-park-blok-nb298-hos42364273/,rumah123
Lelang Rumah 2 Lantai | Perumahan Pakuwon Indah,6300000000,264.0,264.0,,,1.0,,,0,0,"Lidah Kulon, Surabaya",-7.304073,112.6586,https://www.rumah123.com/properti/surabaya-lidah-kulon/lelang-rumah-2-lantai-perumahan-pakuwon-indah-hos42378359/,rumah123
Lelang Rumah | Perumahan Wisata Bukit Mas,3600000000,350.0,350.0,,,1.0,,,0,0,"Lidah Wetan, Surabaya",-7.303446,112.670517,https://www.rumah123.com/properti/surabaya-lidah-wetan/lelang-rumah-perumahan-wisata-bukit-mas-hos42378407/,rumah123
"Dijual Rumah Usaha Strategis Nol Jalan Raya Kalijudan Dekat Kampus Unair & Univ Widya Mandala Uwm Cocok Dibangun Ruko, Kos, Kantor, Investasi Traffic Ramai Pusat Bisnis, Kuliner,Pendidikan. Harga Nego",5800000000,323.0,300.0,9.0,3.0,2.0,4.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-usaha-strategis-nol-jalan-raya-kalijudan-dekat-kampus-unair-univ-widya-mandala-uwm-cocok-dibangun-ruko-hos41440611/,rumah123
"Dijual Rumah 2 Lantai Besar Hook Dekat Merr,Iph & Superindo B U",5500000000,451.0,518.0,6.0,4.0,2.0,2.0,Unfurnished,1,1,"Kedung Baruk, Surabaya",-7.317924,112.777779,https://www.rumah123.com/properti/surabaya-kedung-baruk/dijual-rumah-2-lantai-besar-hook-dekat-merriph-superindo-b-u-hos39416087/,rumah123
Lelang Rumah | Jalan Ketintang Iv/17-B | Shgb,1500000000,188.0,188.0,,,1.0,,,0,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/lelang-rumah-jalan-ketintang-iv17b-shgb-hos42383437/,rumah123
Dijual Murah Rumah Usaha Nol Jalan Raya Kalibutuh Bubutan Pusat Kota Surabaya Dekat Tunjungan Plaza Mall Bg Junction Blauran Stasiun Pasar Turi Demak Tugu Pahlawan Gerbang Tol Dupak Sby- Gresik Cocok Usaha Kuliner Bengkel Expedisi Toko Bank Kantor Harga N,3500000000,143.0,180.0,3.0,2.0,2.0,2.0,Unfurnished,1,1,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/dijual-murah-rumah-usaha-nol-jalan-raya-kalibutuh-bubutan-pusat-kota-surabaya-dekat-tunjungan-plaza-mall-bg-junction-hos41893238/,rumah123
"Dijual Rumah Minimalis 1.5lt Manyar Dekat Merr,untag Bebas Banjir",3800000000,176.0,180.0,2.0,1.0,2.0,2.0,Furnished,1,1,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/dijual-rumah-minimalis-15lt-manyar-dekat-merruntag-bebas-banjir-hos38903367/,rumah123
Dijual Rumah Murah Bagus Minimalis 2Lt Graha Santoso Wonorejo Rungkut Luas 190 Dekat Iph School Stikom 5 Menit ke Raya Merr Galaxy Mall Kampus Its Semi Furnished Bangunan Bagus Sekali Terawat Plafon Tinggi Sejuk Galvalum Jual Cepat Harga Nego,3300000000,190.0,200.0,3.0,3.0,2.0,1.0,Semi Furnished,1,1,"Wonorejo, Surabaya",-7.271274,112.731598,https://www.rumah123.com/properti/surabaya-wonorejo/dijual-rumah-murah-bagus-minimalis-2lt-graha-santoso-wonorejo-rungkut-luas-190-dekat-iph-school-stikom-5-menit-ke-raya-hos41775192/,rumah123
Dijual Cepat Rumah Luas 500 Dukuh Kupang Daerah Strategis Mayjend Sungkono Selangkah ke Ciputra World Mall Surabaya Barat Sekolah Gloria Akses Cepat Tol 6 Kamar Tidur Cocok untuk Hunian Kos Home Industri. Harga Nego Keras,8000000000,508.0,450.0,6.0,4.0,1.0,5.0,Unfurnished,1,1,"Dukuh Kupang, Surabaya",-7.28244,112.710747,https://www.rumah123.com/properti/surabaya-dukuh-kupang/dijual-cepat-rumah-luas-500-dukuh-kupang-daerah-strategis-mayjend-sungkono-selangkah-ke-ciputra-world-mall-surabaya-hos42071285/,rumah123
Dijual Rumah 2Lt Luas 200 Lebak Kenjeran Surabaya Timur Akses Merr Dekat Raya Kenjeran Galaxy Mall Kampus Unair& Its Rs Mitra Keluarga Harga Murah Nego Row Jalan 3 Mobil,2950000000,213.0,200.0,2.0,1.0,2.0,1.0,Unfurnished,1,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-rumah-2lt-luas-200-lebak-kenjeran-surabaya-timur-akses-merr-dekat-raya-kenjeran-galaxy-mall-kampus-unair-its-rs-hos41604750/,rumah123
"Dijual Rumah Bagus Terawat Darmo Permai Surabaya Barat Nego Keras SHM Dekat Papaya, Bon Ami, Ciputra World Mall, Mayjend Sungkono, Hr Moh,Sekolah Petra Bebas Banjir",3000000000,203.0,160.0,3.0,2.0,1.0,1.0,Unfurnished,1,1,"Darmo permai, Surabaya",-7.285674,112.70134,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-bagus-terawat-darmo-permai-surabaya-barat-nego-keras-shm-dekat-papaya-bon-ami-ciputra-world-mall-mayjend-hos41250895/,rumah123
"Dijual Rumah Luas Hitung Tanah Harga Nego Dekat Untag, & Narotama",4400000000,440.0,240.0,3.0,2.0,,1.0,Unfurnished,1,1,"Manyar, Surabaya",-7.28724,112.73905,https://www.rumah123.com/properti/surabaya-manyar/dijual-rumah-luas-hitung-tanah-harga-nego-dekat-untag-narotama-hos17211567/,rumah123
Rumah Klasik Full Furnished Siap Huni Raffles Garden Citraland Surabaya Barat,5700000000,288.0,260.0,6,6,2,1.0,Furnished,0,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-klasik-full-furnished-siap-huni-raffles-garden-citraland-surabaya-barat-hos40962758/,rumah123
Runah Sultan New Bukit Telaga Golf Citraland Surabaya Barat,18000000000,450.0,950.0,6,7,3,3.0,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/runah-sultan-new-bukit-telaga-golf-citraland-surabaya-barat-hos39453564/,rumah123
The Grand Signature Of An American Modern Design Raffles Garden Surabaya Barat,13900000000,330.0,650.0,6,7,3,2.0,Semi Furnished,0,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/the-grand-signature-of-an-american-modern-design-raffles-garden-surabaya-barat-hos41705479/,rumah123
Runah Baru Gress Minimalis Cantik Alam Hijau Citraland Utama Surabaya Barat,6850000000,210.0,405.0,5,5,3,2.0,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/runah-baru-gress-minimalis-cantik-alam-hijau-citraland-utama-surabaya-barat-hos39473957/,rumah123
Rumah Super Murah Siap Huni Raya Telaga Bukit Telaga Golf Surabaya Barat,11000000000,480.0,300.0,5,5,2,2.0,,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-super-murah-siap-huni-raya-telaga-bukit-telaga-golf-surabaya-barat-hos41695785/,rumah123
Rumah Brand New Modern Minimalist Design Siap Huni Semi Furnish North Emerald Mansion Citraland Utama Surabaya Barat,7000000000,210.0,350.0,5,7,2,2.0,Semi Furnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-brand-new-modern-minimalist-design-siap-huni-semi-furnish-north-emerald-mansion-citraland-utama-surabaya-barat-hos41481204/,rumah123
Dijual Rumah Baru di Citraland International Village SHM,4300000000,179.0,303.0,4,3,2,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-baru-di-citraland-international-village-shm-hos41007048/,rumah123
Rumah Baru Gress Minimalis Darmo Baru Surabaya Barat,2690000000,120.0,150.0,4,3,2,2.0,Unfurnished,1,1,"Darmo permai, Surabaya",-7.2801658,112.6986289,https://www.rumah123.com/properti/surabaya-darmo-permai/rumah-baru-gress-minimalis-darmo-baru-surabaya-barat-hos42383169/,rumah123
Rumah Baru Gress American Clasicc Babatan Pantai Surabaya Timur,2550000000,115.0,150.0,4,3,2,2.0,Unfurnished,1,1,"Kenjeran, Surabaya",-7.254986317766139,112.79286270654944,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-baru-gress-american-clasicc-babatan-pantai-surabaya-timur-hos42383442/,rumah123
Rumah Siap Huni Gress di Notredame Wisata Bukit Mas 2 Surabaya,1490000000,66.0,198.0,4,4,3,,Unfurnished,0,0,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/rumah-siap-huni-gress-di-notredame-wisata-bukit-mas-2-surabaya-hos42370137/,rumah123
Dijual Rumah Sidosermo Pdk,4100000000,295.0,392.0,4,4,2,,Unfurnished,0,0,"Wonocolo, Surabaya",-7.3273,112.7372,https://www.rumah123.com/properti/surabaya-wonocolo/dijual-rumah-sidosermo-pdk-hos16520926/,rumah123
Dijual Rumah Galaxy Bumi Permai Tahap,7900000000,375.0,500.0,6,5,2,,Furnished,0,0,"Sukolilo, Surabaya",-7.28813,112.8029,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-galaxy-bumi-permai-tahap-hos13477947/,rumah123
Dijual Rumah Di Margorejo Indah,8000000000,558.0,450.0,4,4,1,,Unfurnished,0,0,"Wonocolo, Surabaya",-7.3273,112.7372,https://www.rumah123.com/properti/surabaya-wonocolo/dijual-rumah-di-margorejo-indah-hos16047572/,rumah123
Dijual Rumah Baru Gunung Anyar Emas,940000000,85.0,60.0,2,2,1,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-baru-gunung-anyar-emas-hos40154630/,rumah123
Dijual Rumah Rungkut Barata,2000000000,201.0,150.0,4,3,1,,Furnished,0,0,"Wonokromo, Surabaya",-7.304,112.7316,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-rungkut-barata-hos19132199/,rumah123
"Rumah di Raya Pandegiling, Tegalsari",13000000000,482.0,600.0,13,5,2,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.73746,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-di-raya-pandegiling-tegalsari-hos18582943/,rumah123
"Rumah Baruk Utara, Pondok Nirwana",2100000000,150.0,300.0,12,4,2,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-baruk-utara-pondok-nirwana-hos18323711/,rumah123
Dijual Rumah Tenggilis Mejoyo Selatan,2150000000,200.0,120.0,2,3,2,,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.75539,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-tenggilis-mejoyo-selatan-hos16910584/,rumah123
"Rumah Baru Minimalis Mulyosari Utara Ada 2 Unit, Selangkah Pakuwon City Mall",1700000000,82.0,120.0,3,3,2,,Unfurnished,0,0,"Mulyosari, Surabaya",-7.26556,112.796494,https://www.rumah123.com/properti/surabaya-mulyosari/rumah-baru-minimalis-mulyosari-utara-ada-2-unit-selangkah-pakuwon-city-mall-hos42250136/,rumah123
"Baru Minimalis Grand Island Pakuwon City, One Gate System, Bebas Banjir",6950000000,200.0,350.0,5,6,2,,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/baru-minimalis-grand-island-pakuwon-city-one-gate-system-bebas-banjir-hos41748227/,rumah123
"Rumah Second Pusat Kota Jalan Karangmenjangan Area Niaga, Cocok untuk Kantor, Klinik",10000000000,494.0,285.0,8,2,1,,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/rumah-second-pusat-kota-jalan-karangmenjangan-area-niaga-cocok-untuk-kantor-klinik-hos42290979/,rumah123
Dijual Rumah Nirwana Eksekutif Surabaya,1550000000,87.0,120.0,4,4,2,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-nirwana-eksekutif-surabaya-hos16035916/,rumah123
"Rumah Baruk Utara, Pondok Nirwana.",1600000000,75.0,100.0,3,3,2,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-baruk-utara-pondok-nirwana-hos18868944/,rumah123
Dijual Rumah Dharmahusada Megah Permai,5700000000,300.0,400.0,6,4,2,,Unfurnished,0,0,"Dharma Husada, Surabaya",-7.2666095,112.7681843,https://www.rumah123.com/properti/surabaya-dharma-husada/dijual-rumah-dharmahusada-megah-permai-hos38901071/,rumah123
"Dijual Rumah Kinibalu, Dekat Raya Arjuna/Tidar",5500000000,375.0,250.0,5,2,1,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.73286,https://www.rumah123.com/properti/surabaya-bubutan/dijual-rumah-kinibalu-dekat-raya-arjunatidar-hos39261742/,rumah123
"Dijual Rumah hitung tanah, Raya Kedungsari.",7000000000,543.0,543.0,4,3,1,,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.73746,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-hitung-tanah-raya-kedungsari-hos19315136/,rumah123
Rumah Hitung Tanah Paling Murah,1000000000,120.0,120.0,2,1,1,,Unfurnished,0,0,"Kedung Baruk, Surabaya",-7.3179247,112.7777795,https://www.rumah123.com/properti/surabaya-kedung-baruk/rumah-hitung-tanah-paling-murah-hos39640226/,rumah123
"Dijual Cepat Rumah Murah 2Lt Perumahan Wiguna Sby Timur Dekat Kampus Upn Akses Cepat Merr, Exit Tol Juanda Pondok Tjandra. Harga Nego Keras",1200000000,180.0,250.0,3,3,2,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-cepat-rumah-murah-2lt-perumahan-wiguna-sby-timur-dekat-kampus-upn-akses-cepat-merr-exit-tol-juanda-pondok-hos42145730/,rumah123
Dijual Rumah Minimalis Kutisari Indah 3 Kmr Tidur Hrg Terjangkau,1900000000,162.0,140.0,3,2,1,1.0,Unfurnished,0,0,"Kutisari, Surabaya",-7.277097,112.717407,https://www.rumah123.com/properti/surabaya-kutisari/dijual-rumah-minimalis-kutisari-indah-3-kmr-tidur-hrg-terjangkau-hos42092165/,rumah123
Jual Rumah 1 Lantai Murah Rungkut Mapan Barat Siap Huni Dekatmerr,1500000000,162.0,110.0,3,2,1,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/jual-rumah-1-lantai-murah-rungkut-mapan-barat-siap-huni-dekatmerr-hos13254289/,rumah123
"Dijual Cepat Rumah Murah 2Lt Luas 222 Daerah Ploso Lebak Tambaksari 4 Kamar Ada Garasi bisa untuk Tempat Usaha Dekat Bebek Ht, Karang Empat B U Nego Keras",1500000000,222.0,200.0,4,2,2,1.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-cepat-rumah-murah-2lt-luas-222-daerah-ploso-lebak-tambaksari-4-kamar-ada-garasi-bisa-untuk-tempat-usaha-dekat-hos41237237/,rumah123
Jual Rumah Minimalis Tropis Terbaru Babatan Pantai Dekat Kenjeran,2500000000,101.0,202.0,3,4,2,1.0,Unfurnished,1,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/jual-rumah-minimalis-tropis-terbaru-babatan-pantai-dekat-kenjeran-hos39929059/,rumah123
Palm Beach Pakuwon City Minimalis Modern Full Furnished,7750000000,300.0,500.0,5,4,2,2.0,Furnished,0,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/palm-beach-pakuwon-city-minimalis-modern-full-furnished-hos18893317/,rumah123
New Gres Murah Pakuwon City Minimalis Siap Huni Unfurnished Bagus,5000000000,180.0,375.0,5,5,3,2.0,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/new-gres-murah-pakuwon-city-minimalis-siap-huni-unfurnished-bagus-hos18899687/,rumah123
