judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
Dijual Rumah Baru di Gayungsari Barat Surabaya Selatan .Ready Desember 2026,3090000000,137.0,225.0,6.0,4.0,2.0,1.0,Unfurnished,1,1,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/dijual-rumah-baru-di-gayungsari-barat-surabaya-selatan-ready-desember-2026-hos42174663/,rumah123
Dijual Rumah 2 Lantai Luas 12 Meter Cluster Citraland Waterfront,6500000000,240.0,384.0,5.0,3.0,2.0,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.285665,112.631347,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-2-lantai-luas-12-meter-cluster-citraland-waterfront-hos42342360/,rumah123
Dijual Langka Murah Pakuwon City Minimalis Modern 2Lt Hdp Utara,6800000000,400.0,375.0,4.0,4.0,2.0,2.0,Semi Furnished,1,1,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-langka-murah-pakuwon-city-minimalis-modern-2lt-hdp-utara-hos42280433/,rumah123
Dijual Langka dan Jarang Ada Pakuwon Indah LT 240M2 Full Bangunan,7300000000,240.0,300.0,4.0,4.0,2.0,2.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.290415911583452,112.66048510281882,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-langka-dan-jarang-ada-pakuwon-indah-lt-240m2-full-bangunan-hos42342275/,rumah123
Dijual Rumah Citraland Dekat Cita Hati School Lebar 8 Meter,4350000000,136.0,250.0,3,3,3,2,Unfurnished,1,1,"Citraland, Surabaya",-7.3095071760373,112.65693144247689,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-citraland-dekat-cita-hati-school-lebar-8-meter-hos42342429/,rumah123
Dijual Rumah Murah Darmo Harapan Siap Huni,2500000000,220.0,230.0,3,2,1,1,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-murah-darmo-harapan-siap-huni-hos42312356/,rumah123
Luasan Besar Citraland Area Gwalk Hook Siap Huni Terawat Taman Super Luas,4900000000,284.0,280.0,4,3,2,2,Semi Furnished,1,1,"Citraland, Surabaya",-7.284093,112.656721,https://www.rumah123.com/properti/surabaya-citraland/luasan-besar-citraland-area-gwalk-hook-siap-huni-terawat-taman-super-luas-hos42348385/,rumah123
Dijual Termurah dan Butuh Cepat Laku Rumah Citraland Area Golf 3M,3900000000,210.0,400.0,3,3,2,2,Unfurnished,1,1,"Citraland, Surabaya",-7.293241,112.636533,https://www.rumah123.com/properti/surabaya-citraland/dijual-termurah-dan-butuh-cepat-laku-rumah-citraland-area-golf-3m-hos42354924/,rumah123
Dijual Langka Rumah Boulevard Manyar Kertoadi Jalan Raya 3 Lantai,4300000000,126.0,315.0,4,3,3,2,Semi Furnished,1,1,"Manyar, Surabaya",-7.282178205331716,112.77790719425005,https://www.rumah123.com/properti/surabaya-manyar/dijual-langka-rumah-boulevard-manyar-kertoadi-jalan-raya-3-lantai-hos42346162/,rumah123
Miliki Hunian Premium Cluster Eksklusif Palm Beach Row Lebar Pakuwon City,4750000000,200.0,200.0,5,3,2,2,Semi Furnished,1,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/miliki-hunian-premium-cluster-eksklusif-palm-beach-row-lebar-pakuwon-city-hos42348369/,rumah123
Dijual Rumah Citraland Dkt Gwalk Siap Huni Lantai Granit Marmer,3750000000,160.0,250.0,4,4,2,2,Semi Furnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-citraland-dkt-gwalk-siap-huni-lantai-granit-marmer-hos42280555/,rumah123
Termurah Rmh Wisata Bukit Mas Posisi Hook Dkt Clubhouse Terdepan,4650000000,434.0,600.0,5,4,2,2,Unfurnished,1,0,"Wisata Bukit Mas, Surabaya",-7.31198,112.66492,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/termurah-rmh-wisata-bukit-mas-posisi-hook-dkt-clubhouse-terdepan-hos42355723/,rumah123
RUMAH MEWAH PAKUWON INDAH 3 LANTAI ADA LIFT PRIBADI DKT MALL,7800000000,230.0,270.0,4,4,3,2,Semi Furnished,1,1,"Pakuwon Indah, Surabaya",-7.2893,112.65966,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-mewah-pakuwon-indah-3-lantai-ada-lift-pribadi-dkt-mall-hos39057162/,rumah123
3 Lantai Citraland Mewah dengan Studio Rooftop Semua Kamar Mandi Dalam,4820000000,153.0,320.0,5,4,3,2,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/3-lantai-citraland-mewah-dengan-studio-rooftop-semua-kamar-mandi-dalam-hos42358242/,rumah123
Rumah Manyar Kertoardi Dkt Kertajaya Indah dan Dharmahusada,2500000000,200.0,200.0,2,1,1,1,Unfurnished,1,0,"Sukolilo, Surabaya",-7.282178205331716,112.77790719425005,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-manyar-kertoardi-dkt-kertajaya-indah-dan-dharmahusada-hos42103612/,rumah123
Rumah Dharmahusada Indah Barat Dkt Kertajaya Indah dan Manyar Indah,3190000000,300.0,300.0,5,3,2,1,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.270112507754888,112.77251773019555,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-dharmahusada-indah-barat-dkt-kertajaya-indah-dan-manyar-indah-hos42119277/,rumah123
Rumah Kertajaya Indah Timur Strategis,3500000000,200.0,200.0,3,2,2,1,Unfurnished,1,0,"Sukolilo, Surabaya",-7.278515024999999,112.789419775,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-kertajaya-indah-timur-strategis-hos42103637/,rumah123
Rumah Pakuwon Indah Dkt Graha Family dan Citraland,6900000000,240.0,191.0,4,4,2,2,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.2893,112.65966,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-pakuwon-indah-dkt-graha-family-dan-citraland-hos42119309/,rumah123
Rumah Pakuwon City Minimalis East Coast Park,2400000000,112.0,180.0,3,2,2,1,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.260874381574851,112.807147610458,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-minimalis-east-coast-park-hos42135223/,rumah123
Rumah San Diego Dkt San Antonio dan Longbeach Pakuwon City,4500000000,200.0,250.0,4,3,2,1,Furnished,1,1,"Pakuwon City, Surabaya",-7.267432846722943,112.80600318922195,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-san-diego-dkt-san-antonio-dan-longbeach-pakuwon-city-hos42155967/,rumah123
Rumah Pakuwon City Surabaya Dkt San Antonio dan San Diego Palmbeach,3490000000,144.0,179.0,3,3,2,1,Semi Furnished,1,1,"Pakuwon City, Surabaya",-7.267432846722943,112.80600318922195,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-surabaya-dkt-san-antonio-dan-san-diego-palmbeach-hos42156000/,rumah123
Rumah Graha Family Dekat Pakuwon Indah dan Bukit Darmo Golf Bdg Surabaya,5000000000,180.0,140.0,3,3,2,1,Semi Furnished,1,1,"Dukuh Kupang, Surabaya",-7.303161691419589,112.68216949605642,https://www.rumah123.com/properti/surabaya-dukuh-kupang/rumah-graha-family-dekat-pakuwon-indah-dan-bukit-darmo-golf-bdg-surabaya-hos42161775/,rumah123
Rumah di Manyar Titoyoso Dkt Araya dan Klampis Surabaya,4200000000,350.0,250.0,3,2,1,1,Unfurnished,1,1,"Manyar, Surabaya",-7.2892496,112.7705753,https://www.rumah123.com/properti/surabaya-manyar/rumah-di-manyar-titoyoso-dkt-araya-dan-klampis-surabaya-hos42161810/,rumah123
Rumah Laguna Dkt Palmbeach dan Villa Royal Pakuwon City,5990000000,300.0,410.0,5,5,2,1,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.278690391314697,112.80554933005982,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-laguna-dkt-palmbeach-dan-villa-royal-pakuwon-city-hos42168010/,rumah123
"Rumah Baru Manyar Tirtoyoso Dkt Dharmahusada,Araya dan Klampis",2170000000,84.0,135.0,4,3,2.0,2.0,Unfurnished,1,0,"Manyar, Surabaya",-7.282685159,112.7713231,https://www.rumah123.com/properti/surabaya-manyar/rumah-baru-manyar-tirtoyoso-dkt-dharmahusadaaraya-dan-klampis-hos42161855/,rumah123
"Rumah Pakuwon City Aruba Villa Dkt Palm Beach, San Diego",4600000000,160.0,210.0,4,5,2.0,2.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.275407405569581,112.81281393364196,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-aruba-villa-dkt-palm-beach-san-diego-hos42168054/,rumah123
Rumah Baru Manyar Tirtoasri Dkt Ngagel Jaya dan Klampis Indah,2150000000,82.0,145.0,3,3,2.0,2.0,Unfurnished,1,0,"Sukolilo, Surabaya",-7.285125970884323,112.77086576380731,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-baru-manyar-tirtoasri-dkt-ngagel-jaya-dan-klampis-indah-hos42161947/,rumah123
Rumah Pakuwon City Aruba Villa Grand Island Dkt San Antonio,4600000000,160.0,240.0,4,3,2.0,2.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.275407405569581,112.81281393364196,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-aruba-villa-grand-island-dkt-san-antonio-hos42168092/,rumah123
Rumah Baru Pondok Nirwana Dkt Kedung Baruk Merr Stikom dan Tenggilis Surabaya,1590000000,87.0,122.0,3,3,2.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.32204103,112.77817535,https://www.rumah123.com/properti/surabaya-rungkut/rumah-baru-pondok-nirwana-dkt-kedung-baruk-merr-stikom-dan-tenggilis-surabaya-hos42168145/,rumah123
Dijual Rumah Hitung Tanah Darmo Harapan Hanya 10 Jutaan Per Meter,5500000000,480.0,352.0,4,2,1.0,1.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-hitung-tanah-darmo-harapan-hanya-10-jutaan-per-meter-hos42219670/,rumah123
"Dijual Rumah Satelit Utara Lebar 9 Dekat Darmo, Row 3 Mobil",1300000000,180.0,200.0,3,1,1.0,1.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-satelit-utara-lebar-9-dekat-darmo-row-3-mobil-hos39860652/,rumah123
"Rumah Graha Family Golf View Mewah Tapi Hitung Tanah, Full Furnished Ada Swimming Pool Dan Kolam Ikan Dekat Clubhouse, Tol, Pusat Bisnis Dan Komersial",85000000000,2042.0,1800.0,6,6,3.0,,Furnished,1,1,"Graha, Surabaya",,,https://www.rumah123.com/properti/surabaya-graha/rumah-graha-family-golf-view-mewah-tapi-hitung-tanah-full-furnished-ada-swimming-pool-dan-kolam-ikan-dekat-clubhouse-hos18177438/,rumah123
"RUMAH JL. IMAM BONJOL pusat kota dekat Raya Darmo, Diponegoro, Kartini pusat bisnis dan komersial",32000000000,935.0,650.0,3,3,,,Furnished,0,0,"Raya Darmo, Surabaya",,,https://www.rumah123.com/properti/surabaya-raya-darmo/rumah-jl-imam-bonjol-pusat-kota-dekat-raya-darmo-diponegoro-kartini-pusat-bisnis-dan-komersial-hos13959615/,rumah123
"Rumah Graha Family Baru Gres Mewah Dekat Tol, Pusat Bisnis Dan Komersial",20000000000,336.0,690.0,4,6,,,Semi Furnished,0,1,"Graha, Surabaya",,,https://www.rumah123.com/properti/surabaya-graha/rumah-graha-family-baru-gres-mewah-dekat-tol-pusat-bisnis-dan-komersial-hos18368749/,rumah123
"Graha Family Baru Gres Classic Blok Favoritdekat Clubhouse, Tol, Pusat Bisnis Dan Komersial",16000000000,345.0,530.0,4,3,3.0,2.0,Semi Furnished,1,1,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/graha-family-baru-gres-classic-blok-favoritdekat-clubhouse-tol-pusat-bisnis-dan-komersial-hos39712350/,rumah123
"RUMAH JL. IMAM BONJOL pusat kota dekat Raya Darmo, Diponegoro, Dr. Soetomo pusat bisnis dan komersial",31000000000,776.0,200.0,4,2,1.0,,,0,0,"Tegalsari, Surabaya",-7.27355,-7.27355,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-jl-imam-bonjol-pusat-kota-dekat-raya-darmo-diponegoro-dr-soetomo-pusat-bisnis-dan-komersial-hos18914980/,rumah123
"RUMAH VILLA BUKIT INDAH PAKUWON INDAH MARMER dekat mall, pusat bisnis dan komersial",10000000000,375.0,450.0,5,6,1.0,,,0,0,"Pakuwon Indah, Surabaya",-7.28921,-7.28921,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-villa-bukit-indah-pakuwon-indah-marmer-dekat-mall-pusat-bisnis-dan-komersial-hos18914973/,rumah123
"Rumah Pakuwon City Griya Asri Dekat Mulyosari, Dharmahusada dan Kertajaya",1500000000,78.0,60.0,1,1,1.0,1.0,Semi Furnished,1,1,"Pakuwon City, Surabaya",-7.270323,112.804551,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-griya-asri-dekat-mulyosari-dharmahusada-dan-kertajaya-hos42207441/,rumah123
Rumah Pakuwon City Villa Royal Dkt Kertajaya dan Dharmahusada,7950000000,375.0,475.0,6,5,2.0,1.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.2772717527239905,112.80870742185454,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-villa-royal-dkt-kertajaya-dan-dharmahusada-hos42234863/,rumah123
Rumah 2 Lantai Manyar Kertoarjo Strategis Dekat Pusat Kota Surabaya,6000000000,200.0,400.0,4,3,2.0,1.0,Unfurnished,1,0,"Gubeng, Surabaya",-7.279608052608623,112.76659737913485,https://www.rumah123.com/properti/surabaya-gubeng/rumah-2-lantai-manyar-kertoarjo-strategis-dekat-pusat-kota-surabaya-hos42243791/,rumah123
Rumah Wisata Bukit Mas 2 Grand Palais Dkt Royal Residen dan Citraland Surabaya Barat,3250000000,180.0,222.0,4,4,2.0,1.0,Unfurnished,1,1,"Wisata Bukit Mas, Surabaya",-7.312333522758692,112.66371425327435,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/rumah-wisata-bukit-mas-2-grand-palais-dkt-royal-residen-dan-citraland-surabaya-barat-hos42235061/,rumah123
Rumah Klampis Semi Furnish Surabaya Timur,6900000000,375.0,475.0,5,4,2.0,1.0,Semi Furnished,1,1,"Sukolilo, Surabaya",-7.291816961907571,112.77822591509562,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-klampis-semi-furnish-surabaya-timur-hos42234924/,rumah123
Rumah Citraland Dkt Woodland Alam Hijau dan Tpr Surabaya Barat,3800000000,204.0,260.0,5,4,2.0,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.272840529382105,112.64703919404892,https://www.rumah123.com/properti/surabaya-citraland/rumah-citraland-dkt-woodland-alam-hijau-dan-tpr-surabaya-barat-hos42235158/,rumah123
Rumah Larizwood Pakuwon Indah Dkt Citraland dan Graha Family Surabaya Barat,6900000000,240.0,300.0,4,4,2.0,2.0,Furnished,1,1,"Pakuwon Indah, Surabaya",-7.293791052501135,112.65779172749797,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-larizwood-pakuwon-indah-dkt-citraland-dan-graha-family-surabaya-barat-hos42235020/,rumah123
Rumah Citraland Gwalk Royal Park Surabaya Barat Dkt Unesa dan Wiyung,3200000000,135.0,200.0,2,3,2.0,3.0,Furnished,1,1,"Citraland, Surabaya",-7.284093,112.656721,https://www.rumah123.com/properti/surabaya-citraland/rumah-citraland-gwalk-royal-park-surabaya-barat-dkt-unesa-dan-wiyung-hos42243745/,rumah123
Rumah Villa Kalijudan Indah Jalan Kembar Surabaya,8000000000,820.0,1000.0,5,5,2.0,2.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.2621803166451,112.77607541649354,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-villa-kalijudan-indah-jalan-kembar-surabaya-hos42329541/,rumah123
"RUMAH LA RIZ VILLE PAKUWON INDAH dekat private clubhouse, mall, pusat bisnis dan komersial",8700000000,264.0,380.0,4,3,2.0,2.0,Furnished,0,0,"Pakuwon Indah, Surabaya",,,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-la-riz-ville-pakuwon-indah-dekat-private-clubhouse-mall-pusat-bisnis-dan-komersial-hos10788021/,rumah123
"RUMAH HOOK BINTANG DIPONGGO DEKAT MALL, MAYJEND SUNGKONO, PUSAT BISNIS DAN KOMERSIAL",14000000000,808.0,534.0,5,3,,,Unfurnished,1,1,"Dukuh Pakis, Surabaya",-7.29503,112.71074,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-hook-bintang-diponggo-dekat-mall-mayjend-sungkono-pusat-bisnis-dan-komersial-hos10928598/,rumah123
"RUMAH GRAHA FAMILY BARU GRES dekat clubhouse, Loop, tol, pusat bisnis dan komersial",16000000000,345.0,550.0,5,5,,,,0,0,"Graha, Surabaya",-6.2,106.816666,https://www.rumah123.com/properti/surabaya-graha/rumah-graha-family-baru-gres-dekat-clubhouse-loop-tol-pusat-bisnis-dan-komersial-hos13286604/,rumah123
"RUMAH USAHA BANGUNAN BELANDA JL. BODRI PUSAT KOTA dekat Raya Diponegoro, Darmo, Indragiri, Mayjend Sungkono, pusat bisnis dan komersial.",15000000000,510.0,550.0,10,6,,,Unfurnished,0,1,"Raya Darmo, Surabaya",,,https://www.rumah123.com/properti/surabaya-raya-darmo/rumah-usaha-bangunan-belanda-jl-bodri-pusat-kota-dekat-raya-diponegoro-darmo-indragiri-mayjend-sungkono-pusat-bisnis-hos11536106/,rumah123
"RUMAH RAFFLES GARDEN CITRALAND BARU GRES MEWAH dekat danau Merlion, Gwalk, area komersial.",16500000000,375.0,930.0,4,8,,,Furnished,0,1,"Citraland, Surabaya",,,https://www.rumah123.com/properti/surabaya-citraland/rumah-raffles-garden-citraland-baru-gres-mewah-dekat-danau-merlion-gwalk-area-komersial-hos13670660/,rumah123
"Rumah Bintang Diponggo Dekat Mall, Mayjend Sungkono, Pusat Bisnis Dan Komersial",8750000000,517.0,350.0,5,3,,,Furnished,0,1,"Dukuh Pakis, Surabaya",,,https://www.rumah123.com/properti/surabaya-dukuh-pakis/rumah-bintang-diponggo-dekat-mall-mayjend-sungkono-pusat-bisnis-dan-komersial-hos12636832/,rumah123
"RUMAH NORTH VICTORIA GRAND PAKUWON dekat Food Junction, Margomulyo, komersial",2750000000,144.0,158.0,2,3,,,Semi Furnished,0,1,"Tandes, Surabaya",,,https://www.rumah123.com/properti/surabaya-tandes/rumah-north-victoria-grand-pakuwon-dekat-food-junction-margomulyo-komersial-hos16212420/,rumah123
"RUMAH MEWAH JL. IMAM BONJOL PUSAT KOTA DEKAT KARTINI, RAYA DARMO, DIPONEGORO, PANDEGILING, PUSAT BISNIS DAN KOMERSIAL.",30000000000,682.0,700.0,6,6,,,,0,0,"Tegalsari, Surabaya",,,https://www.rumah123.com/properti/surabaya-tegalsari/rumah-mewah-jl-imam-bonjol-pusat-kota-dekat-kartini-raya-darmo-diponegoro-pandegiling-pusat-bisnis-dan-komersial-hos13371030/,rumah123
"Rumah Villa Bukit Indah Pakuwon Indah Dekat Mall, Pusat Bisnis dan Komersial",9500000000,375.0,450.0,5,6,,,Semi Furnished,0,1,"Pakuwon Indah, Surabaya",-7.28921,-7.28921,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-villa-bukit-indah-pakuwon-indah-marmer-dekat-mall-pusat-bisnis-dan-komersial-hos18832997/,rumah123
DIJUAL RUMAH AREA ELIT SURABAYA PUSAT JL MANYAR KERTOARJO,10400000000,521.0,539.0,5,3,2.0,1.0,Unfurnished,1,1,"Manyar, Surabaya",-7.28724,112.73905,https://www.rumah123.com/properti/surabaya-manyar/dijual-rumah-area-elit-surabaya-pusat-jl-manyar-kertoarjo-hos40618193/,rumah123
Rumah Dijual Lebak Timur Surabaya Murah Harga Miring,1100000000,93.0,110.0,3,2,2.0,1.0,Semi Furnished,1,1,"Tambaksari, Surabaya",-7.248880580650365,112.78818614940445,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-dijual-lebak-timur-surabaya-murah-harga-miring-hos41452474/,rumah123
Dijual Rumah Pusat Kota Jl. Tulungagung Bubutan,2850000000,380.0,372.0,7,2,1.0,1.0,Unfurnished,1,1,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/dijual-rumah-pusat-kota-jl-tulungagung-bubutan-hos39904751/,rumah123
Rumah Dengan Segudang Fasilitas Di Dekat Merr Surabaya,570000000,90.0,42.0,2,1,1.0,1.0,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-dengan-segudang-fasilitas-di-dekat-merr-surabaya-hos39647544/,rumah123
Rumah Pakuwon City Aruba Villa Dkt Palm Beach San Diego,4600000000,160.0,210.0,4,5,2.0,2.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.275407405569581,112.81281393364196,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-aruba-villa-dkt-palm-beach-san-diego-hos42167428/,rumah123
Rumah Pakuwon City Florence Puri Asri Dkt Griya Asri dan Sorento,1220000000,72.0,70.0,2,1,1.0,1.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.267864,112.803518,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-florence-puri-asri-dkt-griya-asri-dan-sorento-hos42167498/,rumah123
Rumah Pakuwon City San Diego Dkt San Antonio dan Palmbeach,3500000000,144.0,179.0,3,3,2.0,1.0,Furnished,1,1,"Pakuwon City, Surabaya",-7.269522,112.806815,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-san-diego-dkt-san-antonio-dan-palmbeach-hos42176119/,rumah123
Rumah Citraland Internasional Village Citraland Dkt Woodland dan North Emerald,4200000000,179.0,303.0,4,4,1.0,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.288579500086096,112.64858200098162,https://www.rumah123.com/properti/surabaya-citraland/rumah-citraland-internasional-village-citraland-dkt-woodland-dan-north-emerald-hos42176397/,rumah123
Rumah Pakuwon Indah Villa Bukit Regency 3 Dkt Vbr2,6200000000,200.0,245.0,4,4,2.0,1.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.291068264313964,112.66521206200991,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-pakuwon-indah-villa-bukit-regency-3-dkt-vbr2-hos42222262/,rumah123
Rumah Taman Pondok Indah Surabaya Barat Dkt Royal Residen dan Wiyung,1750000000,200.0,140.0,3,2,1,1,Unfurnished,1,1,"Wiyung, Surabaya",-7.314,112.69973,https://www.rumah123.com/properti/surabaya-wiyung/rumah-taman-pondok-indah-surabaya-barat-dkt-royal-residen-dan-wiyung-hos42235807/,rumah123
Rumah Larizwood Pakuwon Indah Dkt Citraland dan Graha Family Surabaya Barat,6900000000,240.0,300.0,4,4,2,2,Furnished,1,1,"Pakuwon Indah, Surabaya",-7.291867730043023,112.65618977388748,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-larizwood-pakuwon-indah-dkt-citraland-dan-graha-family-surabaya-barat-hos42222293/,rumah123
"Dijual Rumah Kost di Rungkut Mejoyo Utara Dkt Univ Unesa, Petra,Stikom",3700000000,200.0,550.0,16,6,3,3,Furnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-kost-di-rungkut-mejoyo-utara-dkt-univ-unesa-petrastikom-hos40543980/,rumah123
Jual Rumah di Citraland Dibawah Harga Pasar,2500000000,180.0,220.0,5,5,2,1,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/jual-rumah-di-citraland-dibawah-harga-pasar-hos41612817/,rumah123
Rumah Baru Gress Manyar Kertoarjo,5000000000,164.0,260.0,4,3,2,2,Unfurnished,1,1,"Gubeng, Surabaya",-7.279608052608623,112.76659737913485,https://www.rumah123.com/properti/surabaya-gubeng/rumah-baru-gress-manyar-kertoarjo-hos42235980/,rumah123
Rumah Manyar Tirtoasri Dkt Ngagel Jaya dan Klampis Indah,2150000000,82.0,145.0,3,3,2,2,Unfurnished,1,1,"Sukolilo, Surabaya",-7.285125970884323,112.77086576380731,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-manyar-tirtoasri-dkt-ngagel-jaya-dan-klampis-indah-hos42235862/,rumah123
Rumah Manyar Titoyoso Dkt Araya dan Klampis Surabaya,4200000000,350.0,250.0,3,2,1,1,Unfurnished,1,1,"Sukolilo, Surabaya",-7.2879359634427345,112.77138725799915,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-manyar-titoyoso-dkt-araya-dan-klampis-surabaya-hos42235895/,rumah123
Rumah 2 Lantai Manyar Kertoarjo Strategis Dekat Pusat Kota Surabaya,6000000000,200.0,400.0,4,3,2,1,,0,0,"Gubeng, Surabaya",-7.27396,-7.27396,https://www.rumah123.com/properti/surabaya-gubeng/rumah-2-lantai-manyar-kertoarjo-strategis-dekat-pusat-kota-surabaya-hos42243400/,rumah123
Rumah Manyar Tirtoyoso Dkt Manyar Kertoardi dan Manyar Jaya,2750000000,240.0,200.0,3,2,1,1,Unfurnished,1,1,"Sukolilo, Surabaya",-7.2879359634427345,112.77138725799915,https://www.rumah123.com/properti/surabaya-sukolilo/rumah-manyar-tirtoyoso-dkt-manyar-kertoardi-dan-manyar-jaya-hos42251543/,rumah123
Dijual Rumah Minimalis Modern dan Nyaman,875000000,72.0,48.0,2,1,1,1,,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-minimalis-modern-dan-nyaman-hos41988926/,rumah123
Rumah Baru Pakuwon City Surabaya Timur Dkt Mulyosari dan Sutorejo Prima,3700000000,126.0,210.0,3,4,2,1,,0,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-baru-pakuwon-city-surabaya-timur-dkt-mulyosari-dan-sutorejo-prima-hos42296190/,rumah123
Rumah Pakuwon Indah Dkt Vbr dan Larizwood Granda,6990000000,240.0,360.0,5,5,2,2,,0,1,"Pakuwon Indah, Surabaya",-7.28921,-7.28921,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-pakuwon-indah-dkt-vbr-dan-larizwood-granda-hos42320796/,rumah123
Rumah Pakuwon City Grand Island,7500000000,264.0,300.0,4,4,2,2,,0,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-grand-island-hos42320794/,rumah123
Rumah Villa Kalijudan Indah Jalan Kembar Surabaya,8000000000,820.0,1000.0,5,5,2,2,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.261143000127601,112.77625849972888,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-villa-kalijudan-indah-jalan-kembar-surabaya-hos42329382/,rumah123
