judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,kecamatan,jarak_ke_pusat_kota,rasio_bangunan_tanah,luas_bangunan_per_lantai,sumber_data
Rumah 2 Lantai The Grand Kenjeran Pinewood Terawat Siap Huni,3700000000,144.0,175.0,3.0,3.0,2.0,,Unfurnished,Kenjeran,4.32,1.2152777777777777,87.5,rumah123
Rumah Siap Huni Pantai Mentari Luas 8X15 SHM Semi Furnish Interior Dekat Mulyosari Lebak Sutorejo Pakuwon City,1600000000,120.0,120.0,2.0,1.0,1.0,2.0,Unfurnished,Kenjeran,4.48,1.0,120.0,rumah123
Dijual Show Unit Grand Kenjeran Tipe Capital Madderia Surabaya Timur,3660000000,126.0,173.0,5.0,4.0,2.0,2.0,Furnished,Kenjeran,4.48,1.373015873015873,86.5,rumah123
Dijual Rumah di Pantai Mentari Pasific Regency Surabaya,2200000000,102.0,156.0,3.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.5294117647058822,78.0,rumah123
Dijual Rumah Baru Gress Babatan Pantai Surabaya Timur,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Dijual Rumah Baru Gress Babatan Pantai Surabaya,1970000000,87.0,130.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.4942528735632183,65.0,rumah123
Rumah Baru Premium Babatan Pantai - Dekat Grand Kenjeran,1970000000,86.0,130.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.55,1.5116279069767442,65.0,rumah123
Rumah Ketupa Surabaya Pusat,7600000000,350.0,500.0,5.0,3.0,2.0,,Unfurnished,Genteng,1.11,1.4285714285714286,250.0,rumah123
"Rumah 1 Lantai di Jl. Telasih, Surabaya Pusat",5500000000,392.0,364.0,6.0,4.0,1.0,2.0,Unfurnished,Genteng,1.11,0.9285714285714286,364.0,rumah123
"Rumah Jl. Seruni, Surabaya Pusat - Owner Lagi Bu",9500000000,486.0,760.0,5.0,4.0,2.0,,Unfurnished,Genteng,0.45,1.5637860082304527,380.0,rumah123
Rumah Siap Huni Achmad Jais,21900000000,730.0,500.0,7.0,4.0,2.0,,Unfurnished,Genteng,1.11,0.684931506849315,250.0,rumah123
RUMAH 2 LT DI EMBONG WUNGU SURABAYA PUSAT,15000000000,493.0,441.0,5.0,4.0,,,Unfurnished,Genteng,0.45,0.8945233265720081,,rumah123
"Rumah Mewah Jl. Seruni LT 486m², Full Furnish Siap Huni",9500000000,486.0,760.0,5.0,4.0,2.0,2.0,Furnished,Genteng,1.11,1.5637860082304527,380.0,rumah123
"Dijual Rumah Dijalan BKR Pelajar, Genteng Surabaya",3500000000,192.0,280.0,4.0,3.0,2.0,,Unfurnished,Genteng,0.15,1.4583333333333333,140.0,rumah123
Rumah Pusat Kota Surabaya,14000000000,673.0,600.0,4.0,2.0,1.0,1.0,Unfurnished,Genteng,1.11,0.8915304606240714,600.0,rumah123
"rumah di jl. Slamet, Surabaya",15000000000,525.0,300.0,6.0,2.0,,,Unfurnished,Genteng,0.45,0.5714285714285714,,rumah123
RUMAH JL PECINDILAN - GENTENG SURABAYA,1500000000,204.0,204.0,2.0,3.0,1.0,,Unfurnished,Genteng,0.45,1.0,204.0,rumah123
"Dijual Cepat Embong Kartiko, Sial Huni, Lok. Strategis",2900000000,150.0,100.0,4.0,1.0,1.0,,Furnished,Genteng,1.11,0.6666666666666666,100.0,rumah123
1335. Rumah Kutisari Selatan Surabaya Jawa Timur,895000000,47.0,75.0,2.0,2.0,2.0,,Unfurnished,Genteng,1.11,1.5957446808510638,37.5,rumah123
DI JUAL RUMAH BELANDA Jl. Wuni (dekat Jl.Walikota Mustajab/ Ondomohen) - SURABAYA,22000000000,525.0,250.0,3.0,2.0,,,Unfurnished,Genteng,0.45,0.47619047619047616,,rumah123
Dijual Rumah Kuno Butuh Renovasi Di Raya Peneleh,1250000000,85.0,85.0,1.0,1.0,,,Unfurnished,Genteng,1.11,1.0,,rumah123
Jual Cepat Rumah di Segitiga Emas Surabaya Timur ! Good Invest Banget!!!,50000000000,1047.0,280.0,7.0,4.0,1.0,2.0,Unfurnished,Genteng,4.05,0.26743075453677173,280.0,rumah123
Rumah Lama Cocok Buat Cafe atau Kantor Surabaya Pusat Raya Slamet,14500000000,525.0,300.0,6.0,3.0,1.0,2.0,Unfurnished,Genteng,1.11,0.5714285714285714,300.0,rumah123
Rumah Bagus Pusat Kotaraya Jaksa Agung Suprapto,19000000000,600.0,550.0,5.0,4.0,,,Unfurnished,Genteng,1.11,0.9166666666666666,,rumah123
Rumah Hitung Tanah Murahhh di Pusat Kota Cocok untuk Usaha,5500000000,324.0,280.0,1.0,1.0,1.0,1.0,Unfurnished,Genteng,1.11,0.8641975308641975,280.0,rumah123
Dijual Rumah Jalan Peneleh Genteng Surabaya,2100000000,97.0,202.0,6.0,2.0,2.0,,Unfurnished,Genteng,1.68,2.082474226804124,101.0,rumah123
"Rumah Usaha 0 Jalan Kusuma Bangsa, Siap Pakai",13500000000,820.0,800.0,5.0,4.0,2.0,6.0,Unfurnished,Genteng,1.11,0.975609756097561,400.0,rumah123
Dijual Rumah Trunojoyo Tegalsari Surabaya Ron.a1728,21000000000,554.0,950.0,15.0,4.0,3.0,4.0,Semi Furnished,Tegalsari,2.41,1.7148014440433212,316.6666666666667,rumah123
Dijual Rumah di Jl Pajajaran Tegalsari Surabaya Pusat,18000000000,540.0,223.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.412962962962963,223.0,rumah123
Rumah Luxurious Raya Kartini Surabaya Pusat,29999990000,700.0,1000.0,5.0,5.0,2.0,3.0,Semi Furnished,Tegalsari,2.41,1.4285714285714286,500.0,rumah123
Rumah Bagus Area Komersial SHM di Pusat Kota Raya Kartini,20000000000,530.0,400.0,6.0,3.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.7547169811320755,400.0,rumah123
Murah Rumah Komersial Trunojoyo Pusat Kota Surabaya Dekat Darmo,19000000000,554.0,950.0,3.0,2.0,3.0,2.0,Unfurnished,Tegalsari,2.41,1.7148014440433212,316.6666666666667,rumah123
"RUMAH JL. COKROAMINOTO HOOK SAWUNGGALING LOKASI PUSAT KOTA STRATEGIS dekat Raya Darmo, Diponegoro, pusat bisnis dan komersial",17500000000,580.0,700.0,6.0,6.0,2.0,,Semi Furnished,Tegalsari,2.41,1.206896551724138,350.0,rumah123
Dijual Rumah di Jl Pajajaran Tegalsari Surabaya Pusat,18000000000,540.0,223.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.412962962962963,223.0,rumah123
Dijual Murah Rumah di Jalan Trunojoyo Surabaya Pusat,9100000000,260.0,160.0,2.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.6153846153846154,160.0,rumah123
"Rumah Pusat Kota (area Kartini, Pandegiling, Raya Darmo) Surabaya Pusat",11500000000,556.0,400.0,4.0,3.0,,2.0,Unfurnished,Tegalsari,2.41,0.7194244604316546,,rumah123
Dijual Rumah di Jalan Comal Surabaya Pusat,12990000000,600.0,477.0,4.0,4.0,2.0,,Unfurnished,Tegalsari,2.41,0.795,238.5,rumah123
"rumah hitung tanah, lokasi pusat kota. Jalan rame. Cocok unt usaha apa aja.",13000000000,659.0,465.0,13.0,,2.0,,Unfurnished,Tegalsari,3.67,0.7056145675265554,232.5,rumah123
Rumah Komersial Area Surabaya Pusat Darmo Cafe Resto Kartini SHM,6500000000,240.0,150.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.625,150.0,rumah123
Pusat Kota Murahh! Rumah Usaha Jl Kedungsari - Area Komersial,7000000000,399.0,500.0,5.0,2.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.2531328320802004,250.0,rumah123
Rumah Mewah Marocco Stylelokasi Cokroaminoto Surabaya,17000000000,580.0,750.0,9.0,9.0,2.0,,Unfurnished,Tegalsari,4.05,1.293103448275862,375.0,rumah123
"Rumah Usaha Murah dan Lokasi Strategis di Jl Musi, Surabaya",21500000000,710.0,710.0,1.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,1.0,710.0,rumah123
Dijual Rumah Tegalsari Surabaya Pusat Kota LT 470 SHM Strategis Cocok Investasi,14000000000,470.0,330.0,4.0,2.0,2.0,2.0,Unfurnished,Tegalsari,3.55,0.7021276595744681,165.0,rumah123
Dijual Rumah Pantai Mentari Ocean Park Furnish Row Lebar,1400000000,119.0,125.0,3.0,3.0,1.0,,Furnished,Kenjeran,4.48,1.050420168067227,125.0,rumah123
"[ Dijual ] Rumah Lebak Arum ( Unit B ) , Kenjeran , Tambaksari - Surabaya Timur",1800000000,127.0,140.0,3.0,3.0,2.0,2.0,Unfurnished,Kenjeran,3.0,1.1023622047244095,70.0,rumah123
"[ Dijual ] Rumah Lebak Arum ( Unit A ) , Kenjeran , Tambaksari - Surabaya Timur",1750000000,112.0,120.0,3.0,3.0,2.0,2.0,Unfurnished,Kenjeran,3.0,1.0714285714285714,60.0,rumah123
"Rumah Pantai Mentari New Minimalis Carport 2, Row 2.5 Mobil",1850000000,90.0,135.0,5.0,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Dijual Rumah Pantai Mentari Jalan Besar Cluster Row 3.5 Mobil,1900000000,153.0,85.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.48,0.5555555555555556,85.0,rumah123
Rumah Baru Dekat Kenjeran Luas 120M (8X15) SHM Tidak Mblusuk Murah Siap Huni,1000000000,120.0,100.0,2.0,1.0,1.0,2.0,Unfurnished,Kenjeran,4.48,0.8333333333333334,100.0,rumah123
Hanya 1 M-An Rumah 2 Lantai Dekat Kenjeran Unair Mulyosari,1500000000,123.0,176.0,4.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.4308943089430894,88.0,rumah123
Dijual Rumah Lebak Indah Town House Surabaya,1500000000,112.0,99.0,3.0,3.0,1.0,,Unfurnished,Kenjeran,4.48,0.8839285714285714,99.0,rumah123
Lokasi Favorit! Rumah 2 Lantai Raya Kenjeran Dekat Merr Siap Huni,7000000000,600.0,425.0,6.0,3.0,2.0,1.0,Furnished,Kenjeran,4.9,0.7083333333333334,212.5,rumah123
"Dijual Rumah di Pantai Mentari, Kenjeran, Dekat Merr",1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.32,1.5,67.5,rumah123
Rumah Baru 2 Lantai di di Kenjeran Surabaya,1800000000,90.0,120.0,4.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.3333333333333333,60.0,rumah123
"New House Modern Minimalis Pantai Mentari, Sby Timur",1850000000,90.0,135.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Rumah New Gress Sby Timur Babatan Pantai,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Rumah New Gress Sby Timur Babatan Pantai,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Rumah Babatan Pantai Kenjeran Indah Surabaya Dkt Pakuwon City,1970000000,87.0,130.0,5.0,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.4942528735632183,65.0,rumah123
"Rumah, 2 Lantai, SHM,",1000000000,96.0,127.0,5.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.05,1.3229166666666667,63.5,rumah123
"Jual Rmh Baru bisa Kpr,Di Kapas Gading Madya.7 Menit ke Unair",950000000,92.0,65.0,3.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.7065217391304348,65.0,rumah123
Dijual Rumahjln Lebak Jaya,2500000000,200.0,180.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.05,0.9,90.0,rumah123
Rumah Kedinding Tengah Dekat Banyak Fasum,1100000000,100.0,150.0,3.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.05,1.5,75.0,rumah123
Rumah Hitung Tanah kemuning murah butuh laku cepat,16000000000,608.0,400.0,3.0,2.0,1.0,,Unfurnished,Genteng,1.11,0.6578947368421053,400.0,rumah123
Dijual Rumah Siap Huni di Jl Kaca Piring Surabaya Pusat,5000000000,448.0,230.0,3.0,2.0,1.0,,Unfurnished,Genteng,1.11,0.5133928571428571,230.0,rumah123
Dijual Rumah Raya Kecilung Surabay Timur,8500000000,426.0,405.0,7.0,4.0,2.0,2.0,Unfurnished,Genteng,1.11,0.9507042253521126,202.5,rumah123
"Dijual! Rumah Jl Pengampon, Genteng Surabaya - Bangunan 1 Lantai",16000000000,610.0,625.0,3.0,2.0,1.0,1.0,Unfurnished,Genteng,1.11,1.0245901639344261,625.0,rumah123
1912 Jl. Kecilung Pusat Kota Surabayaij1,9500000000,370.0,500.0,6.0,5.0,2.0,2.0,Unfurnished,Genteng,1.11,1.3513513513513513,250.0,rumah123
Rumah 1 Lantai Siap Huni Jl Bkr Pelajar Strategis Area Tengah Kota,2500000000,139.0,280.0,4.0,3.0,2.0,,Unfurnished,Genteng,1.11,2.014388489208633,140.0,rumah123
Rumah Surabaya Pusat SHM Row Jalan Lebar Dekat Tp,27000000000,1080.0,1500.0,8.0,6.0,2.0,5.0,Unfurnished,Genteng,1.11,1.3888888888888888,750.0,rumah123
Dijual Rumah 2 Lantai Bagus Minimalis di Gembong Sawah Barat,1500000000,120.0,180.0,4.0,3.0,2.0,2.0,Unfurnished,Genteng,1.11,1.5,90.0,rumah123
Dijual! Rumah di Jalan Ketupa - Lokasi Strategis!,8000000000,400.0,350.0,5.0,3.0,1.0,1.0,Unfurnished,Genteng,1.11,0.875,350.0,rumah123
Rumah Dijual Dijalan Jaksa Agung Suprapto Surabaya Pusat,25000000000,595.0,200.0,3.0,2.0,1.0,,Unfurnished,Genteng,0.6,0.33613445378151263,200.0,rumah123
"Jual Rumah Hanya 2 Menit ke Raya Darmo, Area Premium Pusat Kota Jl. Kanwa Surabaya",11500000000,433.0,500.0,7.0,4.0,,,Unfurnished,Genteng,0.45,1.1547344110854503,,rumah123
Jual Rumah Sangat Strategis di Jalan Jaksa Agung Suprapto Dekat dengan Perkantoran,10000000000,529.0,271.0,5.0,4.0,1.0,,Unfurnished,Genteng,1.11,0.5122873345935728,271.0,rumah123
JUAL RUMAH MURAH DI TENGAH KOTA DI JL. PENELEH,750000000,148.0,140.0,4.0,2.0,1.0,,Unfurnished,Genteng,0.45,0.9459459459459459,140.0,rumah123
Rumah Strategis Di Tengah Kota ( Surabaya Pusat ),5000000000,380.0,380.0,5.0,2.0,2.0,1.0,Unfurnished,Genteng,0.45,1.0,190.0,rumah123
Rumah + Kos Kosan di Area Pusat Jantung Kota Surabaya Pusat di Jual Cepat Jl.legundi,2100000000,294.0,294.0,4.0,2.0,1.0,,Unfurnished,Genteng,1.02,1.0,294.0,rumah123
Dijual Rumah Peneleh,1250000000,80.0,140.0,3.0,2.0,2.0,,Unfurnished,Genteng,0.45,1.75,70.0,rumah123
Rumah Hitung Tanah Daerah Walikota Mustajab,10000000000,604.0,421.0,5.0,2.0,1.0,2.0,Unfurnished,Genteng,1.11,0.6970198675496688,421.0,rumah123
Strategis Cocok untuk Usaha Pusat Kota Area Ramai,10000000000,489.0,600.0,5.0,3.0,1.0,,Unfurnished,Genteng,1.11,1.2269938650306749,600.0,rumah123
Ljm 0051 Dijual Rumah Mewah Siap Huni Lokasi Surabaya Pusat,25000000000,680.0,800.0,5.0,4.0,2.0,4.0,Semi Furnished,Tegalsari,2.41,1.1764705882352942,400.0,rumah123
Dijual Rumah Pusat Kota di Jl Kedondong Tegalsari Surabaya,990000000,103.0,103.0,1.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,1.0,103.0,rumah123
Rumah Usaha Ngantong Jln Pandegiling,12000000000,512.0,444.0,5.0,3.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.8671875,444.0,rumah123
"Rumah dengan Halaman Luas,Pusat Kota,Dekat Mall",22000000000,845.0,600.0,4.0,4.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.7100591715976331,600.0,rumah123
Komersial Raya Kartini Surabaya Pusat Dekat Tunjungan Palaza,12500000000,393.0,308.0,,,1.0,1.0,Unfurnished,Tegalsari,2.41,0.7837150127226463,308.0,rumah123
"Rumah Bagus SHM di Jl. Kapuas, Surabaya",40000000000,790.0,600.0,4.0,3.0,1.0,,Unfurnished,Tegalsari,2.41,0.759493670886076,600.0,rumah123
Dijual Rumah Komersial Surabaya Pusat Jalan Wr Supratman,12500000000,486.0,380.0,4.0,3.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.7818930041152263,380.0,rumah123
Rumah Tengah Kota Jl. Wr Supratman,12000000000,1401.0,217.0,,,1.0,,Unfurnished,Tegalsari,2.41,0.15488936473947182,217.0,rumah123
Jual Rumah 2 Lantai,1750000000,133.0,133.0,2.0,1.0,1.0,,Unfurnished,Tegalsari,1.97,1.0,133.0,rumah123
Rumah Komersial Ciliwung Surabaya Pusat Siap Pakai,21000000000,603.0,300.0,7.0,2.0,1.0,,Unfurnished,Tegalsari,2.2,0.4975124378109453,300.0,rumah123
Jual Rumah 2 Lantai,1750000000,133.0,133.0,2.0,1.0,2.0,,Unfurnished,Tegalsari,1.97,1.0,66.5,rumah123
"Jual Rumah Tengah Kota Jalan Kapuas Lingkungan Nyaman, Bebas Banjir",30000000000,685.0,252.0,5.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.3678832116788321,252.0,rumah123
"Murah!!Rumah Jl. Kartini, Cocok untuk Usaha, Strategis Pusat Kota",10000000000,400.0,300.0,3.0,3.0,1.0,2.0,Unfurnished,Tegalsari,2.97,0.75,300.0,rumah123
"Rumah di Kartini, Bangunan Baru 3 Lantai, Interior Mewah. Parkir Luas bisa 20 Mobil - Tan -",32000000000,785.0,1500.0,3.0,3.0,,20.0,Unfurnished,Tegalsari,2.2,1.910828025477707,,rumah123
Rumah Di Wonorejo Surabaya Pusat,1500000000,407.0,350.0,4.0,3.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.85995085995086,350.0,rumah123
Dijual Rumah Dijalan Tempel Sukorejo Surabaya,1400000000,160.0,160.0,4.0,2.0,1.0,,Unfurnished,Tegalsari,2.98,1.0,160.0,rumah123
"Rumah Lama di Jl. Dr. Soetomo, Pusat Kota Sby Hitung Harga Tanah",45000000000,1000.0,265.0,6.0,3.0,2.0,3.0,Unfurnished,Tegalsari,2.41,0.265,132.5,rumah123
Rumah Pusat Kota Surabaya Dekat Basuki Rahmat,30000000000,1080.0,1500.0,6.0,5.0,2.0,1.0,Semi Furnished,Tegalsari,2.2,1.3888888888888888,750.0,rumah123
Dijual Rumah Dijalan Plemahan Surabaya,4000000000,171.0,171.0,1.0,1.0,1.0,,Unfurnished,Tegalsari,1.87,1.0,171.0,rumah123
Rumah Besar Tengah Kota Dekat Raya Darmo,32000000000,685.0,250.0,6.0,3.0,1.0,5.0,Unfurnished,Tegalsari,2.41,0.36496350364963503,250.0,rumah123
Rumah Pantai Mentari Minimalis Premium Harga Terjangkau,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Pantai Mentari Baru Gres dan Mewah Siap Huni,4000000000,250.0,305.0,6.0,5.0,2.0,2.0,Semi Furnished,Kenjeran,4.48,1.22,152.5,rumah123
"Jolotundo Dkt Kenjeran Nol Jalan Komersil Area, Best Deal",2200000000,196.0,110.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.48,0.5612244897959183,110.0,rumah123
"Rumah Siap Huni Pantai Mentari Kenjeran 2 Lantai Surabaya, Nego Tipis",3200000000,180.0,250.0,5.0,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.3888888888888888,125.0,rumah123
Termurah Hitung Tanah Rumah Babatan Pantai dekat Kenjeran lebar 10,2200000000,200.0,150.0,6.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,0.75,150.0,rumah123
American Classic Babatan Pantai Kenjeran,1975000000,87.0,130.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.32,1.4942528735632183,65.0,rumah123
Dijual Rumah di Kedinding Tengah Siap Huni,975000000,135.0,115.0,4.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,0.8518518518518519,115.0,rumah123
Pantai Mentari 1 Lt Butuh Renov,1400000000,120.0,90.0,3.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.75,90.0,rumah123
Gress Semi Classic Rumah Babatan Pantai Utara,2850000000,150.0,210.0,4.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.4,105.0,rumah123
Rumah Dijual di Pantai Mentari Ocean Park Surabaya,1400000000,119.0,110.0,2.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,0.9243697478991597,110.0,rumah123
Lebak Rumah Minimalis 2Lantai Bagus Terawat Siap Huni bisa Nego..,1550000000,137.0,206.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5036496350364963,103.0,rumah123
Lebak Permai Dijual Gercep,800000000,108.0,108.0,2.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.05,1.0,108.0,rumah123
Rumah Pantai Mentari New Minimalis Row 3 Mobil,3500000000,162.0,230.0,5.0,5.0,2.0,,Unfurnished,Kenjeran,4.48,1.4197530864197532,115.0,rumah123
Rumah 3 Lantai Pantai Mentari Surabaya SHM Dekat Kenjeran,1350000000,102.0,180.0,7.0,4.0,3.0,,Semi Furnished,Kenjeran,4.98,1.7647058823529411,60.0,rumah123
Dijual Rumah Babatan Timur Pantai Kenjeran Harga Kurang Dari 4M,3600000000,230.0,240.0,5.0,5.0,2.0,,Unfurnished,Kenjeran,4.73,1.0434782608695652,120.0,rumah123
Dijual Rumah Babatan Pantai Timur Kenjeran Harga Kurang Dari 4M An,3600000000,230.0,240.0,5.0,5.0,2.0,,Unfurnished,Kenjeran,4.73,1.0434782608695652,120.0,rumah123
Pisces,1300000000,72.0,110.0,3.0,3.0,2.0,,Unfurnished,Kenjeran,4.32,1.5277777777777777,55.0,rumah123
Rumah Babatan Pantai Utara Minimalis Semi Classic,2850000000,150.0,210.0,4.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.4,105.0,rumah123
Brand New House Regency Lebak Arum,1560000000,122.0,137.0,4.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.1229508196721312,68.5,rumah123
Dijual Termurah Rumah Layak Huni di Lebo Agung,1100000000,123.0,123.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.48,1.0,123.0,rumah123
"Dijual Rumah harga Tanah di Pusat Kota Jln.Jaksa Agung Suprapto, Genteng, Surabaya",13000000000,600.0,750.0,3.0,3.0,2.0,2.0,Unfurnished,Genteng,1.11,1.25,375.0,rumah123
Rumah Mewah Pusat Kota Jl Pandan Full Marmer 2 Lantai,19500000000,525.0,700.0,4.0,3.0,2.0,2.0,Semi Furnished,Genteng,1.11,1.3333333333333333,350.0,rumah123
Rumah Dijual Kupang Panjaan Tegalsari Surabaya,2000000000,154.0,94.0,4.0,2.0,2.0,,Unfurnished,Tegalsari,3.0,0.6103896103896104,47.0,rumah123
Rumah Jalan Imam Bonjol Surabaya Pusat,38000000000,1000.0,600.0,3.0,3.0,2.0,1.0,Unfurnished,Tegalsari,2.41,0.6,300.0,rumah123
Rumah Tengah Pusat Kota Surabaya Tegalsari Cempaka Shm Kpr Murah,5500000000,390.0,380.0,8.0,5.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.9743589743589743,380.0,rumah123
Dijual Rumah SHM di Jl Tumapel Surabaya Pusat,8250000000,396.0,396.0,10.0,3.0,1.0,,Unfurnished,Tegalsari,2.41,1.0,396.0,rumah123
Rumah Dijual Tempel Sukorejo Tegalsari Surabaya,2500000000,240.0,240.0,4.0,4.0,2.0,,Unfurnished,Tegalsari,3.01,1.0,120.0,rumah123
Rumah Dijual Pusat Kota di Jalan Tegalsari Surabaya,13000000000,470.0,280.0,5.0,3.0,1.0,,Unfurnished,Tegalsari,2.41,0.5957446808510638,280.0,rumah123
Rumah jantung kota surabaya cocok kantor hotel,24999999999,1032.0,358.0,3.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.34689922480620156,358.0,rumah123
Rumah Lama Hitung Tanah Hak Milik Pusat Kota Surabaya Tempel Sukorejo,6000000000,783.0,400.0,4.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.5108556832694764,400.0,rumah123
Rumah jantung kota surabaya cocok kantor hotel,24999999999,1032.0,358.0,3.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.34689922480620156,358.0,rumah123
Rumah Lama Hitung Tanah Hak Milik Pusat Kota Surabaya Tempel Sukorejo,6000000000,783.0,400.0,4.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.5108556832694764,400.0,rumah123
RUMAH KARTINI PUSAT KOTA DEKAT RAYA DARMO LEBAR 17METER LUAS 530M2 BANGUNAN 2 LANTAI ADA 6 KAMAR TIDUR,25000000000,530.0,400.0,6.0,3.0,2.0,3.0,Unfurnished,Tegalsari,2.2,0.7547169811320755,200.0,rumah123
"RUMAH HITUNG TANAH LOKASI LANGKA DI IMAM BONJOL DIMENSI 16X48.5 METER DEKAT KE KARTINI, WR SUPRATMAN, DIPONEGORO",31000000000,776.0,200.0,4.0,2.0,1.0,2.0,Unfurnished,Tegalsari,2.2,0.25773195876288657,200.0,rumah123
Dijual Rumah di Embong Wungu,18000000000,493.0,441.0,,,2.0,,Unfurnished,Tegalsari,2.2,0.8945233265720081,220.5,rumah123
Murah Jarang Ada Rumah Kos Aktif di Pusat Kota Surabaya [545],10000000000,363.0,850.0,50.0,50.0,3.0,,Semi Furnished,Tegalsari,2.41,2.3415977961432506,283.3333333333333,rumah123
Rumah 2 LT di Jl Kedung Klinter Surabaya,3900000000,304.0,304.0,7.0,3.0,,,Unfurnished,Tegalsari,2.2,1.0,,rumah123
Rumah jantung kota surabaya cocok kantor hotel,24999999999,1032.0,358.0,3.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.34689922480620156,358.0,rumah123
"Rumah Pusat Kota Surabaya Dekat Raya Darmo, Kartini, Diponegoro",26000000000,730.0,730.0,6.0,5.0,2.0,2.0,Unfurnished,Tegalsari,2.2,1.0,365.0,rumah123
Dijual Rumah Raya Kartini Lokasi Strategis Pusat Kota,17000000000,456.0,300.0,4.0,3.0,2.0,,Unfurnished,Tegalsari,2.41,0.6578947368421053,150.0,rumah123
"Rumah di Jl. Kartini, Lokasi Pusat Kota cocok untuk Resto/Cafe, Klinik, Kantor Bank",7400000000,228.0,200.0,,3.0,,,Unfurnished,Tegalsari,2.2,0.8771929824561403,,rumah123
Pantai mentari kenjeran surabaya. Unit ready DP bisa di angsur,1500000000,78.0,90.0,3.0,2.0,,2.0,Unfurnished,Kenjeran,4.32,1.1538461538461537,,rumah123
Dijual Rumah Lebak Jaya Baru Gres Selangkah ke Raya Kenjeran,1490000000,95.0,130.0,3.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.368421052631579,65.0,rumah123
Jual Rumah Kalijudan Indah 2 Lantai Dkt Galaxy Mall,7000000000,650.0,720.0,7.0,4.0,2.0,,Unfurnished,Kenjeran,4.32,1.1076923076923078,360.0,rumah123
Gading Pantai - rumah mewah minimalis selangkah dari Raya Kenjeran dekat UNAIR,6300000000,465.0,265.0,3.0,4.0,2.0,2.0,Semi Furnished,Kenjeran,4.15,0.5698924731182796,132.5,rumah123
