judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Jual Rumah 3 Lantai Bendul Merisi Surabaya,1900000000,120.0,300.0,4.0,4.0,3.0,2.0,Unfurnished,-7.3273,112.737198,rumah123
Rumah Shm 2 Lantai Dekat Mcdonald'S Margorejo Jual Murah,1700000000,100.0,128.0,3.0,3.0,2.0,1.0,Unfurnished,-7.3273,112.7372,rumah123
Rumah Mewah Dekat Plaza Marina Surabaya,1600000000,72.0,129.0,4.0,3.0,2.0,2.0,Unfurnished,-7.3273,112.7372,rumah123
Selangkah ke Jemursari Rumah Siap Huni Bendul Merisi Surabaya,3400000000,288.0,200.0,3.0,2.0,1.0,1.0,Unfurnished,-7.3273,112.737198,rumah123
Dijual Murah Rumah 1 Lantai Jemur Andayani Dekat Sma Petra Jemursari A Yani Rungkut Industri Siwalankerto Surabaya,3200000000,300.0,250.0,4.0,2.0,1.0,4.0,Unfurnished,-7.3273,112.737198,rumah123
Rumah Nyaman & Strategis di Bendul Merisi Surabaya,3500000000,288.0,288.0,8.0,5.0,2.0,,Unfurnished,-7.305717109252754,112.73822066656813,rumah123
"Jual Rumah 2Lt Hitung Tanah di Donokerto, Masih bisa Ditinggali",850000000,75.0,135.0,3.0,2.0,2.0,,Unfurnished,-7.23983,112.755432,rumah123
Rumah 2 Lantai Tambak Rejo Dekat Rs. Soewandhi,2000000000,144.0,150.0,6.0,4.0,2.0,,Unfurnished,-7.23983,112.755432,rumah123
Dijual Rumah Hitung Tanah Jl Sidoyoso Surabaya,5400000000,900.0,900.0,3.0,2.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
Rumah Hitung Tanah Gembong,1300000000,102.0,70.0,2.0,2.0,1.0,,Unfurnished,-7.23983,112.755432,rumah123
"Rumah Hitung Tanah Donokerto -Lokasi Strategis,Harga Kompetitif",850000000,75.0,135.0,3.0,2.0,2.0,,Unfurnished,-7.24256,112.75237,rumah123
Rumah Usaha Lokasi Nol Jalan,2300000000,160.0,184.0,5.0,3.0,2.0,1.0,Unfurnished,-7.23983,112.755432,rumah123
Rumah di Gembong,1300000000,102.0,90.0,2.0,2.0,1.0,1.0,Unfurnished,-7.23983,112.755432,rumah123
"Rumah Jual di Simolawang Baru Surabaya, Daerah Kapasan",2200000000,110.0,250.0,3.0,2.0,3.0,,Unfurnished,-7.239108929239137,112.75035449002633,rumah123
Rumah Kapasan Dalam Mummer,800000000,100.0,105.0,3.0,2.0,,,Unfurnished,,,rumah123
RUMAH TAMBAK JATI SURABAYA MURAH (VIN.A218),1500000000,147.0,180.0,5.0,4.0,2.0,,Unfurnished,,,rumah123
Rumah Sidodadi Gang Iv Surabaya Utara,3000000000,213.0,307.0,1.0,1.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
"Rumah Dijual Cepat Simokerto Surabaya Harga Turun Rp 1,3 M",1300000000,183.0,75.0,2.0,1.0,1.0,1.0,Semi Furnished,-7.23983,112.75543,rumah123
Dijual Rumah 3 LT Baru Tambak Rejo,2500000000,144.0,144.0,5.0,5.0,2.0,1.0,Unfurnished,-7.23983,112.755432,rumah123
"Rumah Hitung Tanah di Donokerto - Lokasi Strategis, Siap Bangun",850000000,75.0,135.0,3.0,2.0,2.0,1.0,Unfurnished,-7.24256,112.75237,rumah123
Rumah di Surabaya Utara,2800000000,150.0,300.0,7.0,3.0,3.0,1.0,Furnished,-7.23983,112.75543,rumah123
Dijual Rumah Dijalan Gembong Sawah Surabaya,1500000000,170.0,170.0,1.0,1.0,1.0,,Unfurnished,-7.2423770588816065,112.7498742352562,rumah123
"Rumah Ngantong Dan Strategis, Kapasan Lor, Surabaya Timur, Jawa Timur Rumah SHM di Jl. Kapasan Lor no 10, Sidodadi, Simokerto, Kota Surabaya, Jawa Timur, Indonesia, 60145, Simokerto",7000000000,842.0,750.0,8.0,3.0,2.0,3.0,Unfurnished,-7.23983,112.755432,rumah123
Dijual Rumah Dijalan Tambak Adi Surabaya,1600000000,100.0,300.0,4.0,3.0,3.0,,Unfurnished,-7.247169,112.754765,rumah123
Rumah Mewah di Perumahan Elite Puri Galaxy,4950000000,375.0,500.0,5.0,4.0,2.0,,Unfurnished,-7.28813,112.8029,rumah123
Rumah Puri Galaxy 2 Lantai Baru ITS WM UNAIR PAKUWON CITY,1900000000,96.0,114.0,3.0,3.0,2.0,2.0,Unfurnished,-7.28813,112.8029,rumah123
Dijual Rumah Sukolilo Dian Regency 2 Keputih Surabaya Timur,1350000000,119.0,119.0,5.0,2.0,1.0,,Unfurnished,-7.28813,112.802902,rumah123
Mewah Rumah Araya New Classic Modern Surabaya,5100000000,186.0,350.0,4.0,4.0,2.0,1.0,Unfurnished,-7.28813,112.8029,rumah123
Rumah Puri Galaxy Minimalis Siap Huni,5650000000,300.0,307.0,4.0,3.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
Rumah Wisma Permai Strategis Murah,1800000000,162.0,250.0,3.0,3.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
"Rumah Kertajaya Indah Minimalis, Strategis, Siap Huni",4500000000,300.0,240.0,4.0,3.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
"Rumah Kertajaya Indah Minimalis, Strategis, Siap Huni",4500000000,300.0,240.0,4.0,3.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
Dijual Rumah 2 Lantai Perumahan Araya Surabaya Timur,13000000000,490.0,600.0,5.0,5.0,2.0,4.0,Semi Furnished,-7.28813,112.802902,rumah123
"Dijual Rumah 2 Lantai Perumahan Puri Galaxy, Surabaya Timur",6900000000,360.0,400.0,5.0,4.0,2.0,2.0,Unfurnished,-7.28813,112.802902,rumah123
Rumah Keputih Permai Sukolilo Surabaya Timur Murah. Ron.a1199,1300000000,66.0,100.0,4.0,2.0,2.0,2.0,Furnished,-7.28813,112.802902,rumah123
Rumah Keputih Permai Surabaya Murah. Ron.a1199,1300000000,66.0,100.0,4.0,2.0,2.0,2.0,Furnished,-7.28917,112.734,rumah123
Dijual Rumah Daerah Wisma Mukti Surabaya Timur,8500000000,555.0,500.0,6.0,3.0,2.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
"Dijual Rumah 2 Lantai Raya Manyar Jaya, Surabaya Timur",6500000000,450.0,300.0,6.0,5.0,2.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
Perumahan Wisma Mukti,3700000000,135.0,210.0,4.0,2.0,2.0,2.0,Semi Furnished,-7.28917,112.734,rumah123
2072. Dijual Rumah Siap Huni Manyar Tirtomoyo Sukolilo Surabaya,4300000000,269.0,200.0,3.0,2.0,1.0,1.0,Semi Furnished,-7.28813,112.802902,rumah123
"Dijual Rumah Hook American Classic Baru Gress, Manyar Tirtoyoso",2850000000,120.0,160.0,4.0,3.0,2.0,2.0,Unfurnished,-7.28813,112.802902,rumah123
"Turun Harga ❗❗Dijual Cepat Rumah Tipe Modern, 2 Lantai, Manyar Rejo, Siap Huni",4600000000,336.0,500.0,5.0,3.0,2.0,2.0,Unfurnished,-7.28813,112.802902,rumah123
"Rumah Elit di Perumahan Galaxy Bumi Permai Araya 2, Surabaya",1950000000,67.0,100.0,3.0,3.0,2.0,1.0,Unfurnished,-7.302905,112.783052,rumah123
Perumahan Citra Graha Mandiri ~ Asem Rowo Sby Barat,625000000,84.0,84.0,3.0,1.0,1.0,,Unfurnished,-7.24736,112.707764,rumah123
"Rumah Full Renov Jual Murah Asem Rowo Surabaya Dekat Perak, Margomulyo",625000000,84.0,65.0,3.0,2.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
Rumah 1Lantai Citra Graha Mandiri Asemrowo Murah,590000000,84.0,60.0,3.0,2.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
"Rumah Asemrowo Dekat Margomulyo, Sukomanunggal",590000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
"*Jual Cepat‼️Perumahan Citra Graha Mandiri, Asem Rowo, Surabaya Barat*",590000000,84.0,84.0,1.0,3.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
Flash Sale!! Dekat Margomulyo & Tanjung Perak! Rumah 3 KT 7×12 Renov Baru - Asemrowo,590000000,84.0,60.0,3.0,1.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
"Jual Murah Rumah Perumahan Citra Graha Mandiri ~ Asem Rowo, Surabaya Barat",590000000,84.0,60.0,3.0,1.0,1.0,,Unfurnished,-7.24736,112.707764,rumah123
Rumah Murah Citra Graha Mandiri Asemrowo Tandes Surabaya Barat,590000000,84.0,60.0,3.0,1.0,1.0,1.0,Unfurnished,-7.28917,112.734,rumah123
"Citra Graha Mandiri, Turun Harga, Full Renov, Asemrowo, Surabaya Barat",625000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
Dijual Cepat Rumah Minimalis Modern Grand Pakuwon Dekat Tol SHM,2400000000,144.0,160.0,3.0,3.0,2.0,2.0,Unfurnished,-7.2348842,112.6703892,rumah123
Dijual Cepat Rumah Baru Gress 2 Lantai Jalan Asem,3000000000,173.0,243.0,5.0,5.0,2.0,,Unfurnished,-7.249687,112.7127946,rumah123
Rumah 2 lantai Dijual di Jl Asem Raya Mulya Surabaya,3500000000,177.0,354.0,4.0,3.0,2.0,,Unfurnished,-7.24736,112.707764,rumah123
Dijual Rumah Dijalan Masjid Asemrowo Surabaya,3900000000,345.0,345.0,4.0,2.0,1.0,,Unfurnished,-7.2492874,112.7134166,rumah123
Rumah Baru SHM Hanya Rp900 Juta di Citraland Surabaya Barat!,900000000,90.0,80.0,3.0,2.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
Rumah Hook Siap Huni Asem Rowo Surabaya Barat,2800000000,469.0,168.0,3.0,2.0,1.0,1.0,Unfurnished,-7.24736,112.707764,rumah123
Rumah Disewakan Somerset Citraland With Pool,13750000000,375.0,800.0,4.0,5.0,3.0,,Unfurnished,,,rumah123
(2904) Jual Dibawah Harga Rumah Luas Dekat Apartemen Gunawangsa Surabaya,763000000,225.0,225.0,,,1.0,,Unfurnished,-7.24736,112.707764,rumah123
Rumah Dijual Asemrowo,3250000000,386.0,100.0,4.0,2.0,1.0,,Unfurnished,-7.24736,112.707764,rumah123
Rumah Baru Gress Modern Semampir 30 Detik ke Merr,930000000,97.0,70.0,3.0,2.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
"Rumah Baru On Progress Semampir Surabaya Dekat Merr, Untag, Unitomo",940000000,97.0,85.0,3.0,2.0,1.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
Rumah Semampir Tengah Dekat Raya Merr,2190000000,200.0,150.0,3.0,1.0,1.0,2.0,Unfurnished,-7.2149,112.748787,rumah123
Rumah Sudah Renov Sidotopo Wetan Siap.huni,2100000000,300.0,250.0,6.0,3.0,2.0,2.0,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah Central Park Juanda Posisi Pojok Bagus Hdp Selatan,2300000000,135.0,120.0,3.0,2.0,2.0,2.0,Unfurnished,-7.367681219178706,112.77530227083436,rumah123
Dijual Rumah Semampir Tengah Sukolilo Surabaya Ron.a1948,1600000000,100.0,175.0,4.0,3.0,3.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
Rumah 2 Lantai Bebas Banjir di Semampir Tengah Surabaya,1300000000,60.0,60.0,2.0,2.0,2.0,,Unfurnished,-7.2149,112.748787,rumah123
Banting Harga Butuh Laku Poll Rumah Semampir Surabaya Timur,1150000000,100.0,175.0,4.0,3.0,2.0,1.0,Unfurnished,-7.30722329,112.78138936666666,rumah123
"Murah, Semampir Minimalis Siap Huni, Hanya 5 Menit ke Merr",1140000000,100.0,175.0,4.0,3.0,2.0,,Unfurnished,-7.2149,112.74879,rumah123
Rumah Siap Huni Semampir Surabaya Timur - Dekat Raya Merr,2390000000,200.0,150.0,3.0,1.0,1.0,2.0,Unfurnished,-7.3073763,112.79466,rumah123
Rumah Murah Siap Tinggal Griyo Semampir Surabaya Timur,875000000,96.0,80.0,3.0,1.0,1.0,,Unfurnished,-7.2149,112.74879,rumah123
Dijual Murah Rumah Puri Galaxy Surabaya,8000000000,450.0,400.0,4.0,3.0,2.0,1.0,Unfurnished,,,rumah123
Jual Rumah Murah di Semampir Barat Sukolilo Surabaya,1200000000,120.0,120.0,4.0,2.0,1.0,,Unfurnished,-7.2149,112.748787,rumah123
Rumah di Semampir Praja. Dekat MERR. Siap Huni,750000000,100.0,98.0,3.0,2.0,1.0,,Semi Furnished,-7.2149,112.748787,rumah123
Rumah Semampir Tengah Bagus Dan Terawat,1990000000,200.0,150.0,5.0,3.0,2.0,1.0,Semi Furnished,-7.2149,112.748787,rumah123
"Dijual Cepat Rumah Siap Huni Semampir Tengah Dekat Akses Merr, Dekat Kampus Ubaya, Its, Unair",1990000000,200.0,150.0,4.0,2.0,2.0,1.0,Semi Furnished,-7.2149,112.748787,rumah123
"Semampir Minimalis Bagus, Hanya 5 mnt dr Raya Merr!",1350000000,100.0,200.0,4.0,3.0,1.0,,Unfurnished,,,rumah123
Dijual Rumah Baru Wisata Bukit Mas 2 Lantai,2910000000,96.0,122.0,5.0,3.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Rumah Wiyung Dekat Graha Famili Citraland Pakuwon Indah,1800000000,135.0,170.0,3.0,3.0,2.0,2.0,Furnished,-7.31097,112.698067,rumah123
Rumah Lokasi Strategis Royal Residence Luar Cluster - Turun Harga,5000000000,240.0,300.0,4.0,3.0,2.0,2.0,Unfurnished,-7.31097,112.69807,rumah123
"Dijual Rumah Siap Huni,Baru Renovasi,Cluster Depan Grand Harvest",1700000000,102.0,67.0,2.0,2.0,2.0,2.0,Unfurnished,-7.327923,112.692586,rumah123
Rumah Darmo Sentosa Raya Baru Renov Turun Harga Nego Sampe Deal,2590000000,199.0,210.0,3.0,2.0,1.0,1.0,Unfurnished,-7.31097,112.69807,rumah123
Rumah Mungil Grand Village Royal Residence - Free Canopy,599000000,41.0,65.0,2.0,1.0,2.0,1.0,Unfurnished,-7.31097,112.69807,rumah123
Rumah Graha Green Garden- New & Minimalis - Siap Huni - AC 3 Units - Kanopi - Sanyo - Tandon Atas,2150000000,150.0,120.0,3.0,3.0,2.0,,Unfurnished,-7.31097,112.698067,rumah123
"Dijual Rumah di Taman Pondok Indah Wiyung, Surabaya Barat Dekat Tol Gunungsari, dan Supermall Pakuwon",1400000000,96.0,105.0,3.0,2.0,,,Unfurnished,,,rumah123
Rumah Tinggal Taman Pondok Indah Surabaya,1770000000,250.0,174.0,1.0,1.0,1.0,,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Lokasi Strategis Diwiyung Surabaya Barat,975000000,135.0,100.0,3.0,3.0,1.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Murah Strategis di Dian Istana The White House,1950000000,85.0,130.0,3.0,3.0,2.0,,Unfurnished,-7.304401987265948,112.6942053812486,rumah123
Dijual Rumah Baru Murah 2 LT Wiyung Surabaya Mepet Graha Famili,3000000000,126.0,158.0,3.0,3.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Mepet Graha Famili Surabaya Free Kanopi & 3 Ac Murah,2600000000,105.0,140.0,3.0,3.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Graha Family Golf View Lengkap dengan Pool,43500000000,900.0,850.0,5.0,5.0,2.0,2.0,Semi Furnished,-7.31097,112.698067,rumah123
Rumah Grand Harvest Wiyung Surabaya Barat Timur Murah. Ric.a300,1200000000,102.0,100.0,2.0,1.0,1.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Rumah Royal Residence Surabaya Murah. Edd.a012,3500000000,175.0,250.0,4.0,3.0,2.0,,Unfurnished,-7.28917,112.734,rumah123
Rumah Modern Wiyung Surabaya SHM Split Lokasi Setrategis,670000000,94.0,36.0,2.0,1.0,1.0,1.0,Unfurnished,-7.31097,112.698067,rumah123
*dijual Rumah Hook 1 Lantai Taman Pondok Indah Wiyung*,2200000000,243.0,140.0,4.0,2.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Royal Residence Termurah di Kelasnya Siap Huni,4800000000,240.0,285.0,5.0,3.0,2.0,,Unfurnished,-7.31097,112.698067,rumah123
"Dijual Rumah Daerah Pengampon, Surabaya",16000000000,610.0,625.0,3.0,2.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Rumah Peneleh Tengah Kota SHM IMB Lengkap,390000000,115.0,120.0,4.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Jual Rumah Hitung Tanah di Peneleh. Cocok untuk Dibangun Cafe Heritage atau Kos [Ed],690000000,115.0,120.0,4.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah Peneleh Surabaya Murah. Ron.a3126,550000000,148.0,140.0,3.0,2.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
"Rumah 1 Lantai Sederhana Diarea Peneleh, Surabaya.",590000000,148.0,140.0,3.0,2.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
"Rumah Jl. Pudak, Kec. Genteng, Surabaya Pusat. Dekat Raya Kusuma Bangsa, Jaksa Agung Suprapto, Ambengan, Walikota Mustajab, Undaan Wetan - Kulon, Seruni, Ketupa, Kalianyar, Ngaglik, Jagalan, Dll.",8000000000,436.0,351.0,4.0,3.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Lokasi Strategis LT 403 M2 di Jalan Kayun Surabaya Jawa Timur,8600000000,403.0,403.0,3.0,3.0,1.0,1.0,Unfurnished,-7.266461200005225,112.74964360003035,rumah123
Dijual Cepatt Rumah Raya Kecilung Surabaya Pusat,8500000000,426.0,405.0,7.0,4.0,2.0,2.0,Unfurnished,-7.26125,112.742767,rumah123
"Jual Rumah Hitung Harga Tanah di Area Kalianyar, Surabaya Pusat",800000000,198.0,175.0,2.0,1.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Jalan Ogan, Pusat Kota Surabaya, Strategis, Hadap Utara",5250000000,253.0,250.0,6.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Jalan Ogan, Pusat Kota Surabaya, Strategis, Hadap Utara",5250000000,231.0,200.0,1.0,1.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Tengah Kota Surabaya Lokasi Komersial,39900000000,877.0,670.0,4.0,4.0,1.0,4.0,Unfurnished,-7.264832450696147,112.74386646797892,rumah123
"Rumah Siap Huni di Ambengan, Surabaya Utara - Lokasi Strategis",19000000000,676.0,600.0,4.0,3.0,1.0,,Unfurnished,-7.2558094,112.7493067,rumah123
Dijual Rumah Lama Strategis di Jalan Raya Kapasari Surabaya,18000000000,666.0,350.0,9.0,4.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Murah Rumah Hook di Jl Jaksa Agung Suprapto Surabaya Pusat,12000000000,612.0,734.0,4.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Harga Seperti Hitung Tanah Kondisi Rumah Perlu Renov,1360000000,170.0,170.0,3.0,1.0,1.0,,Furnished,-7.26125,112.742767,rumah123
"Rumah Bagus 2 Lantai di Claster Village Garden, Kalikepiting Sby.",1950000000,92.0,100.0,3.0,3.0,2.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah Daerah Tambaksari Surabaya Harga Terjangkau,600000000,91.0,91.0,2.0,1.0,1.0,,Unfurnished,-7.25371,112.753212,rumah123
Dijual Rumah Siap Huni di Ploso Baru Tambak Sari Surabaya,750000000,54.0,108.0,3.0,2.0,2.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Dijual Dibawah Pasar Rumah Minimalis Lebak Arum (Furnished),1360000000,170.0,170.0,4.0,2.0,1.0,1.0,Furnished,-7.25371,112.753212,rumah123
Dijual Rumah Tengah Kota di Kesumba Tambaksari Surabaya,3200000000,265.0,216.0,4.0,2.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah di Lebak Arum Surabaya Baru Modern Minimalis dan Bagus,1700000000,125.0,140.0,3.0,3.0,2.0,1.0,Unfurnished,-7.2506540781213715,112.77887112752916,rumah123
Rumah Baru 2lt Lebak Indah Regency Scandinavian Minimalis,1300000000,62.0,100.0,3.0,2.0,2.0,1.0,Semi Furnished,-7.28917,112.734,rumah123
"Rumah, SHM, Murah 2 Lantai di Jl Kanser _ Tambaksari Surabaya.",1200000000,97.0,135.0,5.0,3.0,2.0,2.0,Unfurnished,-7.25371,112.753212,rumah123
"Dijual Rumah Modern Minimalis Siap Huni, di Lebak Arum",2200000000,188.0,138.0,4.0,3.0,2.0,2.0,Unfurnished,-7.25371,112.753212,rumah123
"Dijual Rumah Minimalis (2 Lantai) Lebak Inda Regency, Furnished (Cluster Queen Victoria)",1900000000,144.0,120.0,4.0,3.0,2.0,1.0,Semi Furnished,-7.25371,112.753212,rumah123
"Dijual Rumah Minimalis Lebak Indah, Siap Huni, Cocok Juga untuk Rumah Usaha",1650000000,188.0,160.0,4.0,3.0,1.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah Siap Huni di Ploso Timur - Akses Mudah,875000000,50.0,105.0,3.0,4.0,2.0,1.0,Unfurnished,-7.25843159012129,112.77446653733024,rumah123
Jual Rumah Aset Bank di Tambak Sari Surabaya,500000000,59.0,55.0,2.0,1.0,1.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah Hitung Tanah Bronggalan Pacar Kembang Tambaksari Surabaya,950000000,106.0,86.0,3.0,1.0,1.0,,Unfurnished,-7.25371,112.753212,rumah123
Villa Kalijudan Indah 2Lt,2900000000,395.0,390.0,4.0,2.0,2.0,2.0,Unfurnished,-7.25371,112.753212,rumah123
Dijual Cepat Rumah Usaha di Kusuma Bangsa,11900000000,465.0,350.0,12.0,3.0,1.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah di Lebak Arum - Lokasi Strategis & Potensial,2850000000,208.0,300.0,4.0,2.0,1.0,,Unfurnished,-7.250167040966247,112.779335767585,rumah123
"Rumah Lebak Indah Regency Dekat Kenjeran, Merr, Suramadu",1300000000,64.0,129.0,3.0,2.0,2.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
"Dijual Rumah Jolotundo Pacarkeling Dekat Unair, Deltaplaza,T P",1800000000,185.0,225.0,6.0,3.0,2.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah Tinggal Simo Gunung Barat,1870000000,159.0,239.0,1.0,1.0,1.0,,Unfurnished,-7.26548,112.698799,rumah123
"Dijual Rumah Area Komersial Raya Satelit, Surabaya Barat",10500000000,600.0,870.0,8.0,4.0,2.0,1.0,Unfurnished,-7.26548,112.698799,rumah123
"Dijual Rumah 2 Lantai Daerah Satelit Dekat Rumah Sakit Mitra Keluarga,Surabaya Barat",6500000000,375.0,400.0,6.0,4.0,2.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Ema412 Dijual Rumah Siap Huni Besar Strategis SHM di Raya Satelit Indah Surabaya,7900000000,450.0,300.0,5.0,2.0,2.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Rumah Siap Huni SHM Luas 200 2 1/4 Lantai Darmo Satelit Sby Barat,2950000000,200.0,320.0,4.0,4.0,3.0,2.0,Semi Furnished,-7.26548,112.698799,rumah123
Dijual Rumah Hitung Tanah Darmo Harapan Hanya 10 Jutaan Per Meter,5500000000,480.0,352.0,4.0,2.0,1.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Murah Jual Kupang Baru Dekat Kupang Indah,1800000000,200.0,150.0,4.0,1.0,1.0,1.0,Unfurnished,-7.26548,112.698799,rumah123
Rumah Komersil Raya Satelit Sukomanunggal Surabaya Barat,10500000000,600.0,870.0,7.0,3.0,2.0,4.0,Unfurnished,-7.26548,112.698799,rumah123
Dijual Tanah Bonus Bangunan Donowati Sukomanunggal Lt216m,1200000000,216.0,216.0,4.0,2.0,2.0,,Unfurnished,,,rumah123
Dijual Rumah Raya Sukomanunggal jaya (Nol Jalan),6500000000,360.0,300.0,3.0,3.0,1.0,1.0,Furnished,-7.26548,112.698799,rumah123
Rumah Baru 2 LT Good Quality Darmo Indah,1850000000,105.0,145.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
Strategis Dkt Pakuwon Supermall Rumah Jl. Darmo Harapan,2650000000,195.0,133.0,3.0,3.0,1.0,,Unfurnished,,,rumah123
"Taman Hunian Satelit 2, Lokasi Premium One Gate Sistem, Menghadap Jalan Kembar, Jl. Sukomanunggal Indah Surabaya Barat. Shm. Luas Tanah 450 M² = 15x30,  Luas Bangunan ± 500 M² Hadap Timur. Ktidur 4 + 1, Ktidur Utama Di Lantai 1. Ex Rumah Contoh. Sangat Te",9250000000,450.0,550.0,4.0,3.0,2.0,2.0,Semi Furnished,-7.26548,112.6988,rumah123
Rumah Mainroad Jalan Raya Sukomanunggal Surabaya Barat Dkt Chofa,6000000000,351.0,250.0,3.0,3.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Darmo Harapan Murah Poll Luas 400 Hanya 3.6M Hitung Tanah,3600000000,400.0,250.0,4.0,3.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Dijual 600 M2 Rumah Raya Satelit - Sukomanunggal - Surabaya Barat - Hadap Nol Jalan Raya Cocok Buat Segala Usaha - Surat SHM,10500000000,600.0,870.0,7.0,3.0,2.0,4.0,Semi Furnished,-7.26548,112.698799,rumah123
Rumah Asri & Tenang Sukomanunggal Surabaya Barat,2200000000,195.0,202.0,6.0,2.0,2.0,1.0,Furnished,-7.253606,112.70735,rumah123
Rumah Alma Regency Hunian Nyaman Tinggal 10 Unit,1500000000,60.0,76.0,4.0,2.0,2.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Taman Hunian Satelit Bagus 2Lt,16000000000,684.0,750.0,5.0,5.0,2.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Rumah Murah Hitung Tanah di Satelit Timur,1750000000,181.0,180.0,3.0,3.0,1.0,,Unfurnished,-7.26548,112.6988,rumah123
"Rumah Komersial Kh Mas Mansyur, Surabaya Utara",25000000000,750.0,500.0,8.0,4.0,1.0,,Unfurnished,,,rumah123
"Raya Pengampon Tengah Kota Surabaya, Hanya 20Jt An Per Meter",16000000000,610.0,610.0,,,1.0,,Unfurnished,-7.2248,112.73217,rumah123
Dijual Rumah Jl Kelasi Surabaya,3000000000,98.0,50.0,2.0,1.0,2.0,,Unfurnished,-7.2248,112.73217,rumah123
Dijual Rumah Jl Kebalen Surabaya,6500000000,196.0,150.0,4.0,2.0,2.0,,Unfurnished,-7.2248,112.73217,rumah123
Dijual Rumah Kh Mas Mansyur Pabean Cantikan Surabaya,17500000000,468.0,468.0,7.0,7.0,2.0,,Unfurnished,-7.229260001,112.74082,rumah123
"Dijual Rumah Siap Huni Perum Merpati Ketuhanan Jln Sonokeling, Pabean Sedati Sidoarjo",1100000000,175.0,175.0,5.0,2.0,1.0,,Unfurnished,-7.2248,112.73217,rumah123
Jual Cepat ..Ingin Laku.rumah Area Tengah Kota..Jl Pecindilan,2500000000,220.0,220.0,4.0,2.0,1.0,,Unfurnished,-7.2248,112.73217,rumah123
Rumah Tinggal di Pusat Kota Pusat Usaha,650000000,53.0,60.0,2.0,3.0,3.0,,Unfurnished,,,rumah123
Flash Sale Drop 250jt - Hadap Jalan Raya Rumah 2 Lantai Slompretan Surabaya Cocok Utk Gudang Grosir Dkt Pasar Bong Pgs,6750000000,184.0,320.0,,1.0,2.0,2.0,Unfurnished,-7.2248,112.73217,rumah123
