judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Ex Kos2 An Blambangan di Surabaya - Harga bisa Nego,13000000000,434.0,520.0,13.0,5.0,2.0,2.0,Unfurnished,-7.27355,112.73746,rumah123
Rumah Dijual Dijalan Kedung Rukem Surabaya,850000000,132.0,132.0,3.0,1.0,1.0,,Unfurnished,-7.261880106121666,112.73491932597769,rumah123
Rumah Komersial Pusat Kota Imam Bonjol Murah,12000000000,492.0,490.0,5.0,4.0,1.0,2.0,Unfurnished,-7.27355,112.737457,rumah123
Jual Cepat Rumah 2 Lantai Jln Kapuas Darmo Surabaya,17000000000,399.0,360.0,4.0,4.0,,,Unfurnished,,,rumah123
Strategis Kartini Surabaya Cocok Usaha Komersial Area Pusat Kota,11500000000,393.0,303.0,2.0,1.0,1.0,1.0,Unfurnished,-7.27932,112.73675,rumah123
"Dijual Cepat,murah,di Blambangan. Sby",8000000000,390.0,250.0,4.0,1.0,1.0,1.0,Unfurnished,-7.27355,112.73746,rumah123
Jual Rumah Dibawah Harga Pasaran Kondisi Bagus Terawat di Pantai Mentari Cluster Havens Dekat dengan Pakuwoncity Surabaya.,1500000000,108.0,150.0,4.0,3.0,2.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah Siap Huni Pantai Mentari Hampton Kenjeran,1900000000,102.0,103.0,3.0,2.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Siap Huni The Grand Kenjeran Pinewood,3990000000,160.0,210.0,3.0,3.0,2.0,2.0,Unfurnished,,,rumah123
Rumah Pantai Mentari Aman dan Nyaman One Gate,1450000000,143.0,200.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Mewah Minimalis di Pantai Mentari,2550000000,233.0,300.0,4.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah Hitung Tanah Murah di Jl Randu Sidotopo Wetan,2100000000,325.0,325.0,3.0,2.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah Siap Huni The Grand Kenjeran Pinewood,3990000000,160.0,210.0,3.0,3.0,2.0,2.0,Furnished,-7.257182683862382,112.78889122488869,rumah123
Rumah Pantai Mentari Minimalis Siap Huni,1400000000,119.0,83.0,2.0,1.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Babatan Pantai Surabaya,2750000000,146.0,280.0,4.0,4.0,2.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
"Dijual Rumah Minimalis Donokerto. Dekat Rs Adi Husada, Surabaya.",1050000000,66.0,70.0,3.0,2.0,2.0,1.0,Unfurnished,-7.244912432,112.7531968,rumah123
Rumah Mewah Minimalis di Pantai Mentari,2550000000,233.0,300.0,4.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah Hitung Tanah Murah di Jl Randu Sidotopo Wetan,2100000000,325.0,325.0,3.0,2.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Komersial Surabaya Pusat dekat Kusuma Bangsa  Rumah jl Seruni,9000000000,457.0,500.0,4.0,3.0,2.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
DIJUAL RUMAH KENJERAN INDAH dekat MERR,2900000000,153.0,240.0,4.0,3.0,2.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
DIJUAL RUMAH HOOK LOKASI KENJERAN INDAH,1800000000,128.0,150.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Tambak Wedi Surabaya Utara,700000000,95.0,70.0,2.0,1.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
Termurah‼️Sudah Renov Rumah Pantai Mentari,1450000000,143.0,200.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah New American Classic Mewah di Babatan Pantai Utara Surabaya,2850000000,150.0,210.0,4.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Hook Pantai Mentari Siap Huni Baru Renovasi Dekat Raya Kenjeran,1450000000,143.0,200.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Tengah Kota Strategis Rumah Jl. Kemuning Surabaya Bisa Nego Lagi,18000000000,604.0,421.0,5.0,2.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Cepat Rumah Lama di Walikota Mustajab! Nol Jalan Utama Pusat Kota Surabaya Commercial Area Selangkah ke Grand City Mall!,30000000000,689.0,442.0,3.0,2.0,1.0,2.0,Unfurnished,,,rumah123
Rumah Hitung Tanah Surabaya Pusat,12000000000,617.0,500.0,4.0,3.0,2.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah Nol Jalan Raya Kalianyar Area Komersial Lokasi Strategis,2500000000,190.0,189.0,4.0,4.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Lokasi Strategis Hook LT 403 M2 di Jalan Kayun Surabaya Jawa Timur,8600000000,403.0,403.0,4.0,3.0,1.0,2.0,Unfurnished,-7.266831020547895,112.74965277583404,rumah123
Raya Ketabangkali Hok Hit Tanah Pusat Kota Surabaya,32000000000,1286.0,589.0,4.0,3.0,1.0,2.0,Unfurnished,-7.26125,112.742767,rumah123
1674. Rumah di Pusat Kota Jl Kecilung Surabaya,12500000000,401.0,544.0,7.0,3.0,3.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah di Jalan Kemuning Ketabang Surabaya Pusat,10000000000,604.0,421.0,5.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
RUMAH TENGAH KOTA PINGGIR JALAN RAYA DEKAT GRAND CITY MALL,25000000000,530.0,200.0,3.0,2.0,1.0,2.0,Unfurnished,,,rumah123
Dijual Rumah Usaha di Jalan Walikota Mustajab Pusat Kota Surabaya,17000000000,738.0,525.0,2.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah Dijual Walikota Mustajab Surabaya,27500000000,689.0,442.0,3.0,2.0,1.0,3.0,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Dijual di Walikota Mustajab, Surabaya",27500000000,689.0,442.0,4.0,3.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah 3 Lantai di Jalan Serayu Surabaya Pusat,12500000000,500.0,1000.0,5.0,3.0,3.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Mewah & Strategis Full Marmer di Surabaya Pusat,14500000000,483.0,625.0,5.0,4.0,2.0,2.0,Semi Furnished,-7.28917,112.734,rumah123
Dijual Murah Bangunan Komersial di Jl Kusuma Bangsa Surabaya Pusat,13800000000,705.0,1000.0,2.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Peneleh Genteng Surabaya Ron.a3126,550000000,148.0,140.0,3.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Bagus di Jl Kaca Piring, Surabaya",5000000000,448.0,230.0,3.0,2.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Usaha di Jl Mh Thamrin Surabaya Pusat,37100000000,1060.0,700.0,7.0,7.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah 2 Lantai,11000000000,426.0,405.0,6.0,3.0,2.0,2.0,Unfurnished,-7.261250019073486,112.74276733398438,rumah123
Rumah Dijual Dijalan Wonorejo Tegalsari Surabaya,1800000000,196.0,170.0,5.0,2.0,1.0,,Unfurnished,-7.271722,112.73207,rumah123
Misbakh Sebelah Kartini Hitung Tanah,10000000000,410.0,410.0,1.0,1.0,3.0,2.0,Unfurnished,-7.27355,112.737457,rumah123
Rumah Usaha Hitung Tanah Di Nol Jalan Raya Dr Soetomo,55062500000,881.0,985.0,1.0,1.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Jual Rumah Strategis Jl Comal Surabaya Pusat,14000000000,460.0,330.0,6.0,3.0,2.0,1.0,Semi Furnished,-7.287427,112.740831,rumah123
Dijual Rumah 1 Lantai Termurah di Kampung Malang Surabaya Pusat 6 Menit ke Rumah Sakit Siloam,3000000000,229.0,190.0,6.0,2.0,1.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
Termurah Rumah di Kampung Malang Surabaya Pusat 7 Menit ke Tunjungan Plaza,2000000000,169.0,120.0,3.0,1.0,1.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
Jual Rumah Mewah Dekat Tunjungan Plaza Sursbaya Ada Lapangan Basket Indoor,30000000000,1080.0,1600.0,7.0,6.0,1.0,13.0,Unfurnished,-7.28917,112.734,rumah123
"Dijual/ Disewakan 832 M2 Rumah Raya Darmo - Dr. Soetomo - Tegalsari - Hadap Nol Jalan Raya Kembar Komersial Surabaya Pusat Kota - Tidak Cagar Budaya - Parkiran Masuk 20 Mobil Luas - Surat SHM - Dekat Mc Donald Raya Darmo, Kantor Wismilak",52000000000,832.0,260.0,4.0,2.0,1.0,20.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual 554 M2 Rumah Surabaya Pusat Kota Jalan Trunojoyo - Dr.soetomo.- Tegalsari - Gaya Kuno Kolonial Belanda Instagramable - Surat SHM,19000000000,554.0,950.0,15.0,4.0,3.0,2.0,Semi Furnished,-7.27355,112.737457,rumah123
Dijual Rumah Tengah Kota Jalan Blambangan Surabaya,11000000000,420.0,250.0,3.0,2.0,,2.0,Semi Furnished,-7.27355,112.73746,rumah123
"DIPONEGORO, SURABAYA",42000000000,881.0,850.0,5.0,3.0,2.0,1.0,Unfurnished,,,rumah123
RUMAH TOWNHOUSE TEGALSARI PUSAT KOTA SURABAYA,500000000,20.0,50.0,1.0,1.0,2.0,,Furnished,-7.27355,112.73746,rumah123
"Rumah dijual di Raya Diponegoro Pusat Kota Surabaya, Sangat Strategis",60000000000,1240.0,700.0,9.0,5.0,1.0,9.0,Unfurnished,-7.277155994869512,112.72873692193438,rumah123
Rumah Lama Hitung Tanah Dinoyo Dekat Kampus Wm Surabaya Pusat,12500000000,794.0,794.0,1.0,1.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
"Ra kartini Pusat Kota MURAH , Harga BU",12500000000,400.0,280.0,4.0,4.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah Trunojoyo Dr. Soetomo Tegalsari Surabaya Murah.ron.a2600,45000000000,929.0,576.0,6.0,6.0,2.0,3.0,Semi Furnished,-7.27355,112.73746,rumah123
Dijual Rumah Pusat Kota di Jalan Tegalsari Surabaya,13000000000,470.0,280.0,4.0,3.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Dijalan Wonorejo Surabaya Pusat,2600000000,159.0,159.0,5.0,2.0,1.0,,Unfurnished,-7.2677392,112.7325967,rumah123
Dijual Rumah Komersial Jalan Kartini Surabaya Pusat,30000000000,700.0,1000.0,5.0,5.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Baru Gress Babatan Pantai Utara American Classic Style,2550000000,116.0,150.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Hook Pantai Mentari Siap Huni Baru Renovasi Dekat Raya Kenjeran,1450000000,143.0,200.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Trmurah Pantai Mentari Rmh Hook Second Baru Renov Like New,1450000000,143.0,200.0,5.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Hot Deal Komersial - Nol Jalan Raya Kenjeran,7000000000,593.0,425.0,6.0,3.0,1.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Mewah di Sby Timur Taman Gading Pantai,4500000000,437.0,400.0,4.0,2.0,1.0,2.0,Semi Furnished,-7.23563,112.78616,rumah123
Jual Rumah Pantai Mentari Lingkungan Asri dan Hijau Kenjeran Surabaya,1310000000,145.0,128.0,5.0,3.0,1.0,,Unfurnished,-7.251032,112.785267,rumah123
Scandinavian 2 LT Gres Hook Gading Pantai Posisi Depan Fasum,1800000000,90.0,120.0,3.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.78616,rumah123
"Rumah Full Furnish di Pantai Mentari, Hadap Timur, Ada 4 Unit AC",3500000000,250.0,300.0,4.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah di Pantai Mentari Row 3 Mobil Carport 2 Mobil,2200000000,102.0,156.0,3.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah di Pantai Mentari Hadap Timur Row 3 Mobil,2200000000,102.0,156.0,3.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Jual Rumah Pantai Mentari Lingkungan Asri dan Hijau Kenjeran Surabaya,1280000000,145.0,128.0,4.0,3.0,2.0,2.0,Unfurnished,-7.251032,112.785267,rumah123
"Rumah Full Furnish di Pantai Mentari, Hadap Timur",3500000000,250.0,300.0,4.0,3.0,2.0,,Furnished,-7.23563,112.786163,rumah123
Lebak Rumah Siap Huni Bagus Terawat 2Lantai Jarang Ada Nego Lokasi Strategis,1500000000,105.0,105.0,4.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Amerikan Classic Bagus Siap Pakai Di Pantai Mentari,1790000000,102.0,160.0,3.0,2.0,,,Unfurnished,-7.234832000000001,112.785081,rumah123
Pantai Mentari 3 Lantai Mewah Siap Huni Dekat Raya Kenjeran,3500000000,160.0,360.0,3.0,4.0,3.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Pantai Mentari Strategis Minimalis,1400000000,119.0,119.0,2.0,1.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah di Pantai Mentari Strategis Siap Huni Terawat,2500000000,144.0,160.0,3.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Villa Kalijudan Indah Strategis , Hadap Utara",1300000000,56.0,90.0,3.0,2.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Pantai Mentari Strategis Minimalis Hadap Selatan,2150000000,153.0,194.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Jual Rumah Hit Tanah O Jalan Raya Kedung Cowek Sisi Madura - Surabaya Ada Stand Toko SHM Rumah di Kenjeran,3600000000,346.0,346.0,5.0,4.0,2.0,1.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah Dijual Dijalan Kanginan Surabaya Pusat,1100000000,131.0,233.0,4.0,2.0,2.0,,Unfurnished,-7.257416037569112,112.75218144110454,rumah123
Rumah Dijual Dijalan Genteng Sidomulyo Surabaya Pusat,1600000000,62.0,62.0,3.0,2.0,2.0,,Unfurnished,-7.256769000000001,112.74067599999998,rumah123
Dijual Rumah Dijalan Peneleh Surabaya Pusat,980000000,111.0,111.0,5.0,2.0,2.0,,Unfurnished,-7.253781,112.7384827,rumah123
Rumah Emong Kenongo Surabaya Bangunan Lama Lokasi Strategis,15000000000,309.0,309.0,4.0,4.0,1.0,3.0,Unfurnished,-7.26125,112.74277,rumah123
DI JUAL RUMAH BELANDA Jl. Wuni 3 (dekat Jl.Walikota Mustajab/ Ondomohen) - SURABAYA,22000000000,525.0,250.0,3.0,2.0,,,Unfurnished,,,rumah123
Dijual Rumah Dijalan Kusuma Bangsa Surabaya,7500000000,324.0,310.0,4.0,2.0,1.0,,Unfurnished,-7.258869974565229,112.75110136420176,rumah123
Dijual Murah Rumah Hook 2 Lantai Full Furnished di Jalan Seruni,9500000000,486.0,760.0,5.0,4.0,2.0,1.0,Furnished,,,rumah123
Dijual Rumah Pusat Kota Lawang Seketeng,350000000,32.0,64.0,3.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah Dijual Jalan jaksa Agung Suprapto Ketabang Genteng Surabaya,10000000000,529.0,271.0,5.0,3.0,1.0,,Unfurnished,-7.2565215,112.7456447,rumah123
Rumah Pusat Kota Jalan Slamet Surabaya (Nat),11500000000,524.0,524.0,6.0,3.0,1.0,,Unfurnished,,,rumah123
Rumah Pusat Kota Surabaya Cocok Untuk Kantor,20000000000,881.0,550.0,12.0,4.0,2.0,,Unfurnished,-7.26125,112.74277,rumah123
"Rumah Surabaya Pusat Dekat Tunjungan, Darmo, Kedungdoro",6000000000,278.0,278.0,3.0,2.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Praxis Office Bangunan Komersil Lokasi Pusat Kota Surabaya,2500000000,88.0,88.0,1.0,1.0,1.0,,Furnished,,,rumah123
Rumah Jalan Seruni Surabaya Hadap Selatan,10500000000,504.0,520.0,7.0,3.0,2.0,2.0,Unfurnished,-7.26125,112.74277,rumah123
RUMAH DI PANGLIMA SUDIRMAN PUSAT KOTA SEGITIGA EMAS SURABAYA DERETAN INTILAND TOWER DIMENSI 21X21 METER,28600000000,441.0,300.0,5.0,5.0,2.0,2.0,Semi Furnished,,,rumah123
Rumah di Embong Kenongo Tengah Kota dekat Raya Panglima Sudirman,15000000000,309.0,247.0,5.0,5.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Murah Rumah Pusat Kota Hitung Tanah,8000000000,400.0,300.0,3.0,2.0,2.0,2.0,Unfurnished,-7.26125,112.74277,rumah123
Dijual Murah Rumah di Jalan Trunojoyo Surabaya Pusat,7000000000,260.0,160.0,2.0,1.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Ptr04. Rumah Jalan Cokroaminoto Surabaya Pusat,19000000000,580.0,800.0,6.0,8.0,1.0,3.0,Unfurnished,-7.27355,112.73746,rumah123
Dijual Rumah Sam Ratulangi Dr. Soetomo Tegalsari Surabaya Ron.a3098,11500000000,556.0,480.0,4.0,2.0,1.0,3.0,Unfurnished,-7.27355,112.737457,rumah123
Rumah Strategis Area Komersial Jalan Raya Dinoyo Surabaya Pusat,62500000000,2500.0,800.0,8.0,4.0,1.0,,Unfurnished,-7.286360167543066,112.74270648351104,rumah123
"Dijual Rumah Jl.kedungsari - Kec. Tegalsari - Surabaya Pusat Kota Dekat Tunjungan Plaza, Kedungdoro , Jl. Pregolan - Nol Jalan Raya Cocok Buat Segala Usaha , Coffee Shop, Kopitiam, Depot, Resto, Bakery",7500000000,375.0,200.0,3.0,2.0,1.0,2.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Dijalan Tegalsari Surabaya Pusat Kota,13000000000,470.0,280.0,5.0,3.0,1.0,,Unfurnished,-7.2657256,112.7379169,rumah123
Rumah di Jalan Wr Supratman Surabaya Selangkah Ke Tengah Kota,28000000000,994.0,1000.0,4.0,4.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah di Imam Bonjol Surabaya Dekat Tengah Kota Surabaya,21000000000,637.0,300.0,3.0,3.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Jual Rumah Pusat Kota Sam Ratulangi,11500000000,556.0,480.0,4.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Cocok untuk Usaha di Jalan Mh Thamrin Surabaya Pusat,37100000000,1060.0,700.0,7.0,7.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Pusat Kota di Jalan Trunojoyo Surabaya,29900000000,929.0,576.0,6.0,6.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
RUMAH PUSAT KOTA DI HJ MISBAKH DEKAT RAYA DARMO LINGKUNGAN TENANG,12000000000,450.0,500.0,4.0,3.0,,,Unfurnished,,,rumah123
RUMAH LANGKA SIAP HUNI di jl KAPUAS SURABAYA,33000000000,1100.0,750.0,4.0,2.0,,,Unfurnished,,,rumah123
"Rumah Tengah Kota Dekat Raya Darmo, Strategis",14000000000,460.0,330.0,4.0,2.0,2.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
"Surabaya Pusat Rumah Kantor Dekat Raya Darmo, Siap Pakai",13800000000,428.0,400.0,4.0,3.0,2.0,6.0,Unfurnished,-7.27355,112.73746,rumah123
Rumah Usaha 2 Lantai Bagus SHM di Nol Jalan Kedungsari Pusat Kota,7000000000,399.0,500.0,5.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Jual Rumah Pusat Kota Surabaya Selangkah ke Raya Darmo,21500000000,530.0,358.0,7.0,3.0,1.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Cepat Rumah di Jl Teuku Umar Surabaya Pusat,5500000000,196.0,300.0,4.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Pusat Kota,18000000000,300.0,300.0,7.0,3.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah Hitung Tanah Dekat Kenjeran Cocok Untuk Workshop Gudang Luas 396m 11 M,3000000000,396.0,200.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Cantik 2 Lantai di Hampton Pantai Mentari, Harga Spesial",1400000000,102.0,100.0,3.0,2.0,2.0,1.0,Furnished,-7.229514306811353,112.79033868338342,rumah123
"Rumah Siap Pakai Lokasi Pantai Mentari Dekat Raya Kenjeran, Pakuwon City Surabaya Timur",1400000000,119.0,100.0,2.0,1.0,1.0,1.0,Semi Furnished,-7.23563,112.786163,rumah123
Rumah di Pantai Mentari Surabaya Siap Huni Kondisi Bagus Terawat,1400000000,120.0,90.0,3.0,2.0,1.0,1.0,Unfurnished,-7.240913969298788,112.79403772452036,rumah123
New Gress Rumah 2 Lantai Model Scandinavia Babatan Pantai,3390000000,165.0,165.0,5.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Murah Rumah Pantai Mentari Lebar 8 Siap Huni Dekat Pakuwon City Galaxy Mall Surabaya Timur,1600000000,120.0,120.0,2.0,1.0,1.0,2.0,Semi Furnished,-7.28917,112.734,rumah123
Dijual Rumah di Jalan Aries Karang Asem Nego,3000000000,208.0,400.0,6.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Usaha di Jalan Taurus Karang Asem,3000000000,278.0,406.0,,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah di Aries Karang Asem Harga Nego,1800000000,93.0,136.0,3.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Bebas Banjir, Rumah, 1 Lantai, SHM, Dekat Sekolah Negeri, Siap Huni",800000000,84.0,60.0,2.0,1.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Hook Babatan Pantai Surabaya Timut.baru Mewah Siap.pakai,3300000000,165.0,280.0,5.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Cepat Rumah Siap Huni di Lebak Jaya,1350000000,57.0,114.0,3.0,2.0,2.0,1.0,Furnished,-7.23563,112.786163,rumah123
"Rumah Modern Siap Huni - Pantai Mentari, Lingkungan Elite",1500000000,108.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,-7.240913969298788,112.79403772452036,rumah123
Rumah 2 Lantai The Grand Kenjeran Pinewood Terawat Siap Huni,3700000000,144.0,175.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
Rumah Siap Huni Pantai Mentari Luas 8X15 SHM Semi Furnish Interior Dekat Mulyosari Lebak Sutorejo Pakuwon City,1600000000,120.0,120.0,2.0,1.0,1.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Show Unit Grand Kenjeran Tipe Capital Madderia Surabaya Timur,3660000000,126.0,173.0,5.0,4.0,2.0,2.0,Furnished,-7.23563,112.786163,rumah123
Dijual Rumah di Pantai Mentari Pasific Regency Surabaya,2200000000,102.0,156.0,3.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Baru Gress Babatan Pantai Surabaya Timur,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Baru Gress Babatan Pantai Surabaya,1970000000,87.0,130.0,5.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Baru Premium Babatan Pantai - Dekat Grand Kenjeran,1970000000,86.0,130.0,4.0,3.0,2.0,2.0,Unfurnished,-7.255935003997635,112.79330545187868,rumah123
Rumah Ketupa Surabaya Pusat,7600000000,350.0,500.0,5.0,3.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah 1 Lantai di Jl. Telasih, Surabaya Pusat",5500000000,392.0,364.0,6.0,4.0,1.0,2.0,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Jl. Seruni, Surabaya Pusat - Owner Lagi Bu",9500000000,486.0,760.0,5.0,4.0,2.0,,Unfurnished,,,rumah123
Rumah Siap Huni Achmad Jais,21900000000,730.0,500.0,7.0,4.0,2.0,,Unfurnished,-7.2614722,112.7428284,rumah123
RUMAH 2 LT DI EMBONG WUNGU SURABAYA PUSAT,15000000000,493.0,441.0,5.0,4.0,,,Unfurnished,,,rumah123
"Rumah Mewah Jl. Seruni LT 486m², Full Furnish Siap Huni",9500000000,486.0,760.0,5.0,4.0,2.0,2.0,Furnished,-7.26125,112.74277,rumah123
"Dijual Rumah Dijalan BKR Pelajar, Genteng Surabaya",3500000000,192.0,280.0,4.0,3.0,2.0,,Unfurnished,-7.2580279,112.7508222,rumah123
Rumah Pusat Kota Surabaya,14000000000,673.0,600.0,4.0,2.0,1.0,1.0,Unfurnished,-7.26125,112.74277,rumah123
"rumah di jl. Slamet, Surabaya",15000000000,525.0,300.0,6.0,2.0,,,Unfurnished,,,rumah123
RUMAH JL PECINDILAN - GENTENG SURABAYA,1500000000,204.0,204.0,2.0,3.0,1.0,,Unfurnished,,,rumah123
"Dijual Cepat Embong Kartiko, Sial Huni, Lok. Strategis",2900000000,150.0,100.0,4.0,1.0,1.0,,Furnished,-7.26125,112.742767,rumah123
1335. Rumah Kutisari Selatan Surabaya Jawa Timur,895000000,47.0,75.0,2.0,2.0,2.0,,Unfurnished,-7.26125,112.74277,rumah123
DI JUAL RUMAH BELANDA Jl. Wuni (dekat Jl.Walikota Mustajab/ Ondomohen) - SURABAYA,22000000000,525.0,250.0,3.0,2.0,,,Unfurnished,,,rumah123
Dijual Rumah Kuno Butuh Renovasi Di Raya Peneleh,1250000000,85.0,85.0,1.0,1.0,,,Unfurnished,-7.26125,112.74277,rumah123
Jual Cepat Rumah di Segitiga Emas Surabaya Timur ! Good Invest Banget!!!,50000000000,1047.0,280.0,7.0,4.0,1.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Lama Cocok Buat Cafe atau Kantor Surabaya Pusat Raya Slamet,14500000000,525.0,300.0,6.0,3.0,1.0,2.0,Unfurnished,-7.26125,112.742767,rumah123
Rumah Bagus Pusat Kotaraya Jaksa Agung Suprapto,19000000000,600.0,550.0,5.0,4.0,,,Unfurnished,-7.2614719,112.74284590000002,rumah123
Rumah Hitung Tanah Murahhh di Pusat Kota Cocok untuk Usaha,5500000000,324.0,280.0,1.0,1.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Jalan Peneleh Genteng Surabaya,2100000000,97.0,202.0,6.0,2.0,2.0,,Unfurnished,-7.253053072,112.73758984,rumah123
"Rumah Usaha 0 Jalan Kusuma Bangsa, Siap Pakai",13500000000,820.0,800.0,5.0,4.0,2.0,6.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Trunojoyo Tegalsari Surabaya Ron.a1728,21000000000,554.0,950.0,15.0,4.0,3.0,4.0,Semi Furnished,-7.27355,112.737457,rumah123
Dijual Rumah di Jl Pajajaran Tegalsari Surabaya Pusat,18000000000,540.0,223.0,3.0,1.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Luxurious Raya Kartini Surabaya Pusat,29999990000,700.0,1000.0,5.0,5.0,2.0,3.0,Semi Furnished,-7.27355,112.73746,rumah123
